timestamp,Телеканал Дождь,Эхо Москвы
2020-11-29 18:06:09.613596201,,1489.0
2020-11-29 18:06:14.748359680,,1517.0
2020-11-29 18:06:19.893203497,,1542.0
2020-11-29 18:06:25.048169613,,1552.0
2020-11-29 18:06:30.190978527,,1572.0
2020-11-29 18:06:35.325994730,,1617.0
2020-11-29 18:06:40.473797083,,1650.0
2020-11-29 18:06:45.617944717,,1698.0
2020-11-29 18:06:50.756367683,,1750.0
2020-11-29 18:06:55.893984079,,1802.0
2020-11-29 18:07:01.036678553,,1853.0
2020-11-29 18:07:06.189440489,,1894.0
2020-11-29 18:07:11.273588181,,1958.0
2020-11-29 18:07:16.418231249,,2015.0
2020-11-29 18:07:21.566763401,,2080.0
2020-11-29 18:07:26.636327028,,2124.0
2020-11-29 18:07:31.701092243,,2170.0
2020-11-29 18:07:36.765485048,,2237.0
2020-11-29 18:07:41.843884945,,2324.0
2020-11-29 18:07:46.954302549,,2324.0
2020-11-29 18:07:52.037889481,,2357.0
2020-11-29 18:07:57.181670427,,2442.0
2020-11-29 18:08:02.247679472,,2487.0
2020-11-29 18:08:07.394733906,,2502.0
2020-11-29 18:08:12.466189146,,2528.0
2020-11-29 18:08:17.612385988,,2559.0
2020-11-29 18:08:22.753737450,,2575.0
2020-11-29 18:08:27.891268969,,2606.0
2020-11-29 18:08:33.043491364,,2606.0
2020-11-29 18:08:38.183660030,,2653.0
2020-11-29 18:08:43.333196402,,2676.0
2020-11-29 18:08:48.486375093,,2722.0
2020-11-29 18:08:53.630476713,,2753.0
2020-11-29 18:08:58.767570496,,2774.0
2020-11-29 18:09:03.904538631,,2812.0
2020-11-29 18:09:09.047075987,,2821.0
2020-11-29 18:09:14.199133873,,2837.0
2020-11-29 18:09:19.344466448,,2874.0
2020-11-29 18:09:24.486774921,,2892.0
2020-11-29 18:09:29.629006386,,2907.0
2020-11-29 18:09:34.697317839,,2932.0
2020-11-29 18:09:39.835443497,,2961.0
2020-11-29 18:09:44.974108696,,2982.0
2020-11-29 18:09:50.133285521,,3037.0
2020-11-29 18:09:55.280097246,,3056.0
2020-11-29 18:10:00.421036482,,3066.0
2020-11-29 18:10:05.555572510,,3096.0
2020-11-29 18:10:10.706866026,,3105.0
2020-11-29 18:10:15.781427622,,3106.0
2020-11-29 18:10:20.860832214,,3133.0
2020-11-29 18:10:26.014148712,,3152.0
2020-11-29 18:10:31.149659872,,3173.0
2020-11-29 18:10:36.224281788,,3196.0
2020-11-29 18:10:41.289196730,,3213.0
2020-11-29 18:10:46.361788750,,3234.0
2020-11-29 18:10:51.420755148,,3284.0
2020-11-29 18:10:56.504351854,,3308.0
2020-11-29 18:11:01.572578907,,3360.0
2020-11-29 18:11:06.644448519,,3360.0
2020-11-29 18:11:11.709396601,,3380.0
2020-11-29 18:11:16.780869484,,3400.0
2020-11-29 18:11:21.845960617,,3441.0
2020-11-29 18:11:26.925550699,,3457.0
2020-11-29 18:11:31.997701883,,3513.0
2020-11-29 18:11:37.070843220,,3513.0
2020-11-29 18:11:42.143316746,,3523.0
2020-11-29 18:11:47.214404583,,3529.0
2020-11-29 18:11:52.297288418,,3562.0
2020-11-29 18:11:57.367353439,,3610.0
2020-11-29 18:12:02.445046425,,3651.0
2020-11-29 18:12:07.516725063,,3669.0
2020-11-29 18:12:12.596610546,,3681.0
2020-11-29 18:12:17.681035042,,3722.0
2020-11-29 18:12:22.754123211,,3741.0
2020-11-29 18:12:27.823265314,,3735.0
2020-11-29 18:12:32.902491093,,3761.0
2020-11-29 18:12:37.988492489,,3776.0
2020-11-29 18:12:43.058863163,,3781.0
2020-11-29 18:12:48.121802568,,3804.0
2020-11-29 18:12:53.199977875,,3818.0
2020-11-29 18:12:58.272479534,,3816.0
2020-11-29 18:13:03.352546215,,3846.0
2020-11-29 18:13:08.448043823,,3877.0
2020-11-29 18:13:13.525578022,,3914.0
2020-11-29 18:13:18.592400551,,3948.0
2020-11-29 18:13:23.655791759,,3951.0
2020-11-29 18:13:28.727046490,,3960.0
2020-11-29 18:13:33.804993629,,3997.0
2020-11-29 18:13:38.873740196,,4016.0
2020-11-29 18:13:43.960518837,,4022.0
2020-11-29 18:13:49.036563396,,4043.0
2020-11-29 18:13:54.105665207,,4054.0
2020-11-29 18:13:59.169961452,,4065.0
2020-11-29 18:14:04.232519865,,4090.0
2020-11-29 18:14:09.307418585,,4106.0
2020-11-29 18:14:14.382337809,,4122.0
2020-11-29 18:14:19.454850197,,4137.0
2020-11-29 18:14:24.526606559,,4143.0
2020-11-29 18:14:29.591671228,,4140.0
2020-11-29 18:14:34.668582201,,4148.0
2020-11-29 18:14:39.731166363,,4164.0
2020-11-29 18:14:44.795224905,,4182.0
2020-11-29 18:14:49.883449078,,4207.0
2020-11-29 18:14:54.952123165,,4244.0
2020-11-29 18:15:00.090585947,,4250.0
2020-11-29 18:15:05.165426731,,4283.0
2020-11-29 18:15:10.233055592,,4288.0
2020-11-29 18:15:15.378377438,,4291.0
2020-11-29 18:15:20.523716688,,4303.0
2020-11-29 18:15:25.669962406,,4319.0
2020-11-29 18:15:30.818898439,,4335.0
2020-11-29 18:15:35.957602978,,4359.0
2020-11-29 18:15:41.099938393,,4390.0
2020-11-29 18:15:46.242259979,,4410.0
2020-11-29 18:15:51.400105238,,4457.0
2020-11-29 18:15:56.546967268,,4479.0
2020-11-29 18:16:01.678184509,,4501.0
2020-11-29 18:16:06.825554609,,4565.0
2020-11-29 18:16:11.973768711,,4604.0
2020-11-29 18:16:17.118676186,,4647.0
2020-11-29 18:16:22.269572496,,4675.0
2020-11-29 18:16:27.408012629,,4675.0
2020-11-29 18:16:32.556504011,,4697.0
2020-11-29 18:16:37.690614939,,4716.0
2020-11-29 18:16:42.832764149,,4735.0
2020-11-29 18:16:47.991718054,,4753.0
2020-11-29 18:16:53.142453432,,4755.0
2020-11-29 18:16:58.293771029,,4780.0
2020-11-29 18:17:03.434195280,,4809.0
2020-11-29 18:17:08.579878569,,4830.0
2020-11-29 18:17:13.731452942,,4835.0
2020-11-29 18:17:18.873333931,,4850.0
2020-11-29 18:17:24.017118216,,4862.0
2020-11-29 18:17:29.168419838,,4867.0
2020-11-29 18:17:34.316190958,,4888.0
2020-11-29 18:17:39.459446192,,4915.0
2020-11-29 18:17:44.607730627,,4915.0
2020-11-29 18:17:49.746501207,,4945.0
2020-11-29 18:17:54.891589403,,4984.0
2020-11-29 18:18:00.026461363,,5025.0
2020-11-29 18:18:05.174291372,,5038.0
2020-11-29 18:18:10.311437607,,5031.0
2020-11-29 18:18:15.456333160,,5060.0
2020-11-29 18:18:20.595125198,,5091.0
2020-11-29 18:18:25.740590334,,5094.0
2020-11-29 18:18:30.888282776,,5092.0
2020-11-29 18:18:36.033066988,,5107.0
2020-11-29 18:18:41.175053596,,5121.0
2020-11-29 18:18:46.325178862,,5137.0
2020-11-29 18:18:51.460371494,,5153.0
2020-11-29 18:18:56.605504751,,5153.0
2020-11-29 18:19:01.750950098,,5220.0
2020-11-29 18:19:06.894573212,,5240.0
2020-11-29 18:19:12.044854403,,5246.0
2020-11-29 18:19:17.188990831,,5281.0
2020-11-29 18:19:22.330793858,,5280.0
2020-11-29 18:19:27.481495619,,5270.0
2020-11-29 18:19:32.621007919,,5290.0
2020-11-29 18:19:37.758858204,,5304.0
2020-11-29 18:19:42.894045591,,5297.0
2020-11-29 18:19:48.037369251,,5309.0
2020-11-29 18:19:53.202932835,,5323.0
2020-11-29 18:19:58.342326164,,5311.0
2020-11-29 18:20:03.481946230,,5335.0
2020-11-29 18:20:08.616768837,,5376.0
2020-11-29 18:20:13.756542921,,5377.0
2020-11-29 18:20:18.902115345,,5393.0
2020-11-29 18:20:24.053559065,,5417.0
2020-11-29 18:20:29.201079369,,5423.0
2020-11-29 18:20:34.342234612,,5437.0
2020-11-29 18:20:39.482085943,,5449.0
