timestamp,Соловьёв LIVE,Телеканал Дождь,Эхо Москвы
2020-12-02 05:58:11.900747061,419.0,,
2020-12-02 05:58:16.974288702,419.0,,
2020-12-02 05:58:22.042273760,477.0,,
2020-12-02 05:58:27.109869003,506.0,,
2020-12-02 05:58:32.186244726,529.0,,
2020-12-02 05:58:37.245998383,559.0,,
2020-12-02 05:58:42.326544046,576.0,,
2020-12-02 05:58:47.419052839,601.0,,
2020-12-02 05:58:52.481735945,633.0,,
2020-12-02 05:58:57.558196783,651.0,,
2020-12-02 05:59:02.638136625,676.0,,
2020-12-02 05:59:07.709034681,693.0,,
2020-12-02 05:59:12.780891895,724.0,,
2020-12-02 05:59:17.852753401,745.0,,
2020-12-02 05:59:22.924151897,768.0,,
2020-12-02 05:59:27.992099285,796.0,,
2020-12-02 05:59:33.063078403,822.0,,
2020-12-02 05:59:38.140434504,850.0,,
2020-12-02 05:59:43.205922365,884.0,,
2020-12-02 05:59:48.282835484,916.0,,
2020-12-02 05:59:53.351578951,941.0,,
2020-12-02 05:59:58.421228409,969.0,,
2020-12-02 06:00:03.484473944,1007.0,,
2020-12-02 06:00:08.553841352,1036.0,,
2020-12-02 06:00:13.620899439,1050.0,,
2020-12-02 06:00:18.694788456,1075.0,,
2020-12-02 06:00:23.772830725,1083.0,,
2020-12-02 06:00:28.842989922,1134.0,,
2020-12-02 06:00:33.909157515,1187.0,,
2020-12-02 06:00:38.979372501,1221.0,,
2020-12-02 06:00:44.045633554,1239.0,,
2020-12-02 06:00:49.109382391,1260.0,,
2020-12-02 06:00:54.203258514,1303.0,,
2020-12-02 06:00:59.274341106,1336.0,,
2020-12-02 06:01:04.340379238,1372.0,,
2020-12-02 06:01:09.402715921,1404.0,,
2020-12-02 06:01:14.473379374,1448.0,,
2020-12-02 06:01:19.545545578,1483.0,,
2020-12-02 06:01:24.613787413,1513.0,,
2020-12-02 06:01:29.697787285,1555.0,,
2020-12-02 06:01:34.769956112,1597.0,,
2020-12-02 06:01:39.832915306,1629.0,,
2020-12-02 06:01:44.893427610,1668.0,,
2020-12-02 06:01:49.953551054,1696.0,,
2020-12-02 06:01:55.023385048,1724.0,,
2020-12-02 06:02:00.093430758,1752.0,,
2020-12-02 06:02:05.159860611,1781.0,,
2020-12-02 06:02:10.239527464,1815.0,,
2020-12-02 06:02:15.317626476,1873.0,,
2020-12-02 06:02:20.392471790,1912.0,,
2020-12-02 06:02:25.460097551,1972.0,,
2020-12-02 06:02:30.532307148,2005.0,,
2020-12-02 06:02:35.604966164,2028.0,,
2020-12-02 06:02:40.674574137,2066.0,,
2020-12-02 06:02:45.742358923,2097.0,,
2020-12-02 06:02:50.804744005,2132.0,,
2020-12-02 06:02:55.870321989,2177.0,,
2020-12-02 06:03:00.940194607,2224.0,,
2020-12-02 06:03:06.005691767,2255.0,,
2020-12-02 06:03:11.079241514,2307.0,,
2020-12-02 06:03:16.142102718,2346.0,,
2020-12-02 06:03:21.206691027,2390.0,,
2020-12-02 06:03:26.274020433,2430.0,,
2020-12-02 06:03:31.346958160,2476.0,,
2020-12-02 06:03:36.416349173,2525.0,,
2020-12-02 06:03:41.491523027,2556.0,,
2020-12-02 06:03:46.564744473,2594.0,,
2020-12-02 06:03:51.639742613,2660.0,,
2020-12-02 06:03:56.708943129,2660.0,,
2020-12-02 06:04:01.794713497,2705.0,,
2020-12-02 06:04:06.863365173,2736.0,,
2020-12-02 06:04:11.936172009,2805.0,,
2020-12-02 06:04:17.007794619,2805.0,,
2020-12-02 06:04:22.072471380,2884.0,,
2020-12-02 06:04:27.143636942,2932.0,,
2020-12-02 06:04:32.213078976,2968.0,,
2020-12-02 06:04:37.275972366,3018.0,,
2020-12-02 06:04:42.344085455,3071.0,,
2020-12-02 06:04:47.410984039,3110.0,,
2020-12-02 06:04:52.482248783,3153.0,,
2020-12-02 06:04:57.551543474,3191.0,,
2020-12-02 06:05:02.617050648,3221.0,,
2020-12-02 06:05:07.684165955,3251.0,,
2020-12-02 06:05:12.755148172,3287.0,,
2020-12-02 06:05:15.495301485,,,643.0
2020-12-02 06:05:17.826011419,3313.0,,
2020-12-02 06:05:20.567540407,,,654.0
2020-12-02 06:05:22.899568796,3313.0,,
2020-12-02 06:05:25.636397362,,,613.0
2020-12-02 06:05:27.977618933,3438.0,,
2020-12-02 06:05:30.707396507,,,515.0
2020-12-02 06:05:33.050761461,3477.0,,
2020-12-02 06:05:35.789860964,,,439.0
2020-12-02 06:05:38.116772413,3509.0,,
2020-12-02 06:05:40.858218908,,,443.0
2020-12-02 06:05:43.186586618,3538.0,,
2020-12-02 06:05:45.925827503,,,509.0
2020-12-02 06:05:48.259763479,3561.0,,
2020-12-02 06:05:50.994311333,,,552.0
2020-12-02 06:05:53.325583220,3612.0,,
2020-12-02 06:05:56.072379589,,,587.0
2020-12-02 06:05:58.391268492,3654.0,,
2020-12-02 06:06:01.138872385,,,640.0
2020-12-02 06:06:03.449005604,3691.0,,
2020-12-02 06:06:06.207711220,,,675.0
2020-12-02 06:06:08.525744915,3734.0,,
2020-12-02 06:06:11.283345461,,,710.0
2020-12-02 06:06:13.594014406,3785.0,,
2020-12-02 06:06:16.351752520,,,749.0
2020-12-02 06:06:18.652342081,3834.0,,
2020-12-02 06:06:21.427726746,,,777.0
2020-12-02 06:06:23.725419521,3876.0,,
2020-12-02 06:06:26.490140915,,,806.0
2020-12-02 06:06:28.790613174,3917.0,,
2020-12-02 06:06:31.572095394,,,837.0
2020-12-02 06:06:33.854708672,3965.0,,
2020-12-02 06:06:36.654541016,,,859.0
2020-12-02 06:06:38.922350168,4026.0,,
2020-12-02 06:06:41.721590996,,,899.0
2020-12-02 06:06:43.997172117,4074.0,,
2020-12-02 06:06:46.787384987,,,930.0
2020-12-02 06:06:49.069281340,4140.0,,
2020-12-02 06:06:51.850318909,,,979.0
2020-12-02 06:06:54.149147511,4204.0,,
2020-12-02 06:06:56.919251204,,,979.0
2020-12-02 06:06:59.214589357,4258.0,,
2020-12-02 06:07:01.989032507,,,1024.0
2020-12-02 06:07:04.290965319,4309.0,,
2020-12-02 06:07:07.061553955,,,1042.0
2020-12-02 06:07:09.358690739,4367.0,,
2020-12-02 06:07:12.126698017,,,1042.0
2020-12-02 06:07:14.433869600,4417.0,,
2020-12-02 06:07:17.194368839,,,1104.0
2020-12-02 06:07:19.498040915,4447.0,,
2020-12-02 06:07:22.268771172,,,1131.0
2020-12-02 06:07:24.560687304,4485.0,,
2020-12-02 06:07:27.349316120,,,1131.0
2020-12-02 06:07:29.630675077,4529.0,,
2020-12-02 06:07:32.429597378,,,1191.0
2020-12-02 06:07:34.694067240,4551.0,,
2020-12-02 06:07:37.521514416,,,1191.0
2020-12-02 06:07:39.771645546,4583.0,,
2020-12-02 06:07:42.593738079,,,1218.0
