timestamp,Соловьёв LIVE,Телеканал Дождь,Эхо Москвы
2021-01-11 06:06:13.220183611,,,811.0
2021-01-11 06:06:23.400658607,,,862.0
2021-01-11 06:06:33.571966171,,,920.0
2021-01-11 06:06:38.673466921,,,952.0
2021-01-11 06:06:43.739428520,,,971.0
2021-01-11 06:06:48.849705219,,,992.0
2021-01-11 06:06:53.912625551,,,1024.0
2021-01-11 06:06:58.981031418,,,1050.0
2021-01-11 06:07:04.046131134,,,1082.0
2021-01-11 06:07:09.149915457,,,1106.0
2021-01-11 06:07:14.214586020,,,1138.0
2021-01-11 06:07:19.327781439,,,1161.0
2021-01-11 06:07:24.394881964,,,1202.0
2021-01-11 06:07:29.502210854,,,1222.0
2021-01-11 06:07:34.560730696,,,1249.0
2021-01-11 06:07:39.685648918,,,1297.0
2021-01-11 06:07:44.745421410,,,1327.0
2021-01-11 06:07:54.931195498,,,1364.0
2021-01-11 06:08:00.002756834,,,1391.0
2021-01-11 06:08:05.078848362,,,1411.0
2021-01-11 06:08:10.184872150,,,1428.0
2021-01-11 06:08:15.248367071,,,1447.0
2021-01-11 06:08:20.366436720,,,1487.0
2021-01-11 06:08:30.510640383,,,1565.0
2021-01-11 06:08:35.575039148,,,1571.0
2021-01-11 06:08:40.677832127,,,1589.0
2021-01-11 06:08:45.743630409,,,1613.0
2021-01-11 06:08:50.849380493,,,1639.0
2021-01-11 06:08:55.917678595,,,1669.0
2021-01-11 06:09:06.065355062,,,1734.0
2021-01-11 06:09:11.171488762,,,1748.0
2021-01-11 06:09:16.254022360,,,1748.0
2021-01-11 06:09:21.325175047,,,1779.0
2021-01-11 06:09:26.393321991,,,1801.0
2021-01-11 06:09:31.475564957,,,1820.0
2021-01-11 06:09:41.622567654,,,1869.0
2021-01-11 06:09:46.683427811,,,1898.0
2021-01-11 06:09:51.779889345,,,1905.0
2021-01-11 06:09:56.851763248,,,1905.0
2021-01-11 06:10:01.955666065,,,1937.0
2021-01-11 06:10:07.032477617,,,1951.0
2021-01-11 06:10:12.139099121,,,1976.0
2021-01-11 06:10:17.206222773,,,2007.0
2021-01-11 06:10:22.274375200,,,2030.0
2021-01-11 06:10:27.339485645,,,2042.0
2021-01-11 06:10:32.446574926,,,2042.0
2021-01-11 06:10:37.523368597,,,2084.0
2021-01-11 06:10:47.663794994,,,2116.0
2021-01-11 06:10:57.837286949,,,2166.0
2021-01-11 06:11:02.936281919,,,2178.0
2021-01-11 06:11:08.065509081,,,2200.0
2021-01-11 06:11:13.171876669,,,2231.0
2021-01-11 06:11:18.241274357,,,2278.0
2021-01-11 06:11:23.354718447,,,2328.0
2021-01-11 06:11:33.495043993,,,2362.0
