timestamp,viewers,channel_name
2020-08-23 12:18:32.172930002,56862,Навальный LIVE
2020-08-23 12:18:32.499459982,56967,Навальный LIVE
2020-08-23 12:18:32.594460011,57089,Навальный LIVE
2020-08-23 12:18:32.713629961,56808,Навальный LIVE
2020-08-23 12:18:32.864830017,56915,Навальный LIVE
2020-08-23 12:18:32.988819838,57120,Навальный LIVE
2020-08-23 12:18:33.089879990,57003,Навальный LIVE
2020-08-23 12:18:33.207679987,56544,Навальный LIVE
2020-08-23 12:18:33.359730005,56134,Навальный LIVE
2020-08-23 12:18:33.478729963,55881,Навальный LIVE
2020-08-23 12:18:33.568040133,55786,Навальный LIVE
2020-08-23 12:18:33.758380175,55740,Навальный LIVE
2020-08-23 12:18:33.860300064,55774,Навальный LIVE
2020-08-23 12:18:33.971130133,55758,Навальный LIVE
2020-08-23 12:18:34.136549950,55498,Навальный LIVE
2020-08-23 12:18:34.246599913,55230,Навальный LIVE
2020-08-23 12:18:34.379600048,54735,Навальный LIVE
2020-08-23 12:18:34.534880161,54163,Навальный LIVE
2020-08-23 12:18:34.624880075,53842,Навальный LIVE
2020-08-23 12:18:34.742680073,53368,Навальный LIVE
2020-08-23 12:18:34.849649906,53036,Навальный LIVE
2020-08-23 12:18:34.910690069,52750,Навальный LIVE
2020-08-23 12:18:35.057189941,52739,Навальный LIVE
2020-08-23 12:18:35.157230139,52887,Навальный LIVE
2020-08-23 12:18:35.291650057,53081,Навальный LIVE
2020-08-23 12:18:35.426739931,53009,Навальный LIVE
2020-08-23 12:18:35.508830070,52539,Навальный LIVE
2020-08-23 12:18:35.655019999,52195,Навальный LIVE
2020-08-23 12:18:35.814039946,51573,Навальный LIVE
2020-08-23 12:18:35.932460070,51245,Навальный LIVE
2020-08-23 12:18:36.034980059,50812,Навальный LIVE
2020-08-23 12:18:36.166000128,50465,Навальный LIVE
2020-08-23 12:18:36.279209852,50221,Навальный LIVE
2020-08-23 12:18:36.410409927,49853,Навальный LIVE
2020-08-23 12:18:36.437540054,49795,Навальный LIVE
2020-08-23 12:18:36.459769964,49715,Навальный LIVE
2020-08-23 12:18:36.489769936,49637,Навальный LIVE
2020-08-23 12:18:36.496799946,49600,Навальный LIVE
2020-08-23 12:18:36.513809918,49600,Навальный LIVE
2020-08-23 12:18:36.536799908,49523,Навальный LIVE
2020-08-23 12:18:36.559910059,49442,Навальный LIVE
2020-08-23 12:18:36.574880123,49358,Навальный LIVE
2020-08-23 12:18:36.600880146,49280,Навальный LIVE
2020-08-23 12:18:36.638880014,49232,Навальный LIVE
2020-08-23 12:18:36.668879986,49189,Навальный LIVE
2020-08-23 12:18:36.692880154,49164,Навальный LIVE
2020-08-23 12:18:36.713880062,49103,Навальный LIVE
2020-08-23 12:18:36.722909927,49061,Навальный LIVE
2020-08-23 12:18:36.752909899,49033,Навальный LIVE
2020-08-23 12:18:36.776880026,48996,Навальный LIVE
2020-08-23 12:18:36.806020021,49002,Навальный LIVE
2020-08-23 12:18:36.817880154,48980,Навальный LIVE
2020-08-23 12:18:36.837880135,48990,Навальный LIVE
2020-08-23 12:18:36.856889963,48929,Навальный LIVE
2020-08-23 12:18:36.886880159,48895,Навальный LIVE
2020-08-23 12:18:36.915879965,48892,Навальный LIVE
2020-08-23 12:18:36.943880081,48840,Навальный LIVE
2020-08-23 12:18:36.977880001,48791,Навальный LIVE
2020-08-23 12:18:37.011899948,48780,Навальный LIVE
2020-08-23 12:18:43.602710009,48777,Навальный LIVE
2020-08-23 12:18:48.629650116,48788,Навальный LIVE
2020-08-23 12:18:53.643199921,48773,Навальный LIVE
2020-08-23 12:18:58.680969954,48778,Навальный LIVE
2020-08-23 12:19:03.706330061,48732,Навальный LIVE
2020-08-23 12:19:08.727699995,48675,Навальный LIVE
2020-08-23 12:19:13.757410049,48649,Навальный LIVE
2020-08-23 12:19:18.772109985,48626,Навальный LIVE
2020-08-23 12:19:23.803339958,48626,Навальный LIVE
2020-08-23 12:19:28.825639963,48603,Навальный LIVE
2020-08-23 12:19:33.847530127,48547,Навальный LIVE
2020-08-23 12:19:38.872619867,48613,Навальный LIVE
2020-08-23 12:19:43.896290064,48628,Навальный LIVE
2020-08-23 12:19:48.941069841,48634,Навальный LIVE
2020-08-23 12:19:53.972280025,48655,Навальный LIVE
2020-08-23 12:19:58.993149996,48688,Навальный LIVE
2020-08-23 12:20:04.024330139,48659,Навальный LIVE
2020-08-23 12:20:09.059520006,48712,Навальный LIVE
2020-08-23 12:20:14.092769861,48725,Навальный LIVE
2020-08-23 12:20:19.123469830,48669,Навальный LIVE
2020-08-23 12:20:24.151619911,48644,Навальный LIVE
2020-08-23 12:20:29.181480169,48627,Навальный LIVE
2020-08-23 12:20:34.207050085,48593,Навальный LIVE
2020-08-23 12:20:49.252219915,48531,Навальный LIVE
2020-08-23 12:20:54.273969889,48508,Навальный LIVE
2020-08-23 12:20:59.293590069,48508,Навальный LIVE
2020-08-23 12:21:04.322809935,48449,Навальный LIVE
2020-08-23 12:21:09.341759920,48428,Навальный LIVE
2020-08-23 12:21:14.371500015,48395,Навальный LIVE
2020-08-23 12:21:19.411759853,48434,Навальный LIVE
2020-08-23 12:21:24.422499895,48434,Навальный LIVE
2020-08-23 12:21:24.441519976,48449,Навальный LIVE
2020-08-23 12:21:29.466599941,48431,Навальный LIVE
2020-08-23 12:21:34.487760067,48425,Навальный LIVE
2020-08-23 12:21:39.505810022,48464,Навальный LIVE
2020-08-23 12:21:44.526859999,48532,Навальный LIVE
2020-08-23 12:21:49.552719831,48558,Навальный LIVE
2020-08-23 12:21:54.581180096,48542,Навальный LIVE
2020-08-23 12:21:59.601040125,48542,Навальный LIVE
2020-08-23 12:22:04.623790026,48605,Навальный LIVE
2020-08-23 12:22:09.650749922,48614,Навальный LIVE
2020-08-23 12:22:14.683409929,48669,Навальный LIVE
2020-08-23 12:22:19.713449955,48703,Навальный LIVE
2020-08-23 12:22:24.728019953,48768,Навальный LIVE
2020-08-23 12:22:29.763750076,48752,Навальный LIVE
2020-08-23 12:22:34.789700031,48830,Навальный LIVE
2020-08-23 12:22:39.803859949,48830,Навальный LIVE
2020-08-23 12:22:44.833930016,48840,Навальный LIVE
2020-08-23 12:22:49.848109961,48828,Навальный LIVE
2020-08-23 12:22:54.883369923,48761,Навальный LIVE
2020-08-23 12:22:59.936700106,48761,Навальный LIVE
2020-08-23 12:23:04.952409983,48678,Навальный LIVE
2020-08-23 12:23:09.991090059,48668,Навальный LIVE
2020-08-23 12:23:15.019030094,48693,Навальный LIVE
2020-08-23 12:23:20.074119806,48746,Навальный LIVE
2020-08-23 12:23:25.096309900,48768,Навальный LIVE
2020-08-23 12:23:30.128249884,48717,Навальный LIVE
2020-08-23 12:23:35.173009872,48662,Навальный LIVE
2020-08-23 12:23:40.186009884,48641,Навальный LIVE
2020-08-23 12:23:45.206799984,48569,Навальный LIVE
2020-08-23 12:23:50.229519844,48569,Навальный LIVE
2020-08-23 12:23:55.254780053,48457,Навальный LIVE
2020-08-23 12:24:00.284469843,48410,Навальный LIVE
2020-08-23 12:24:05.317030191,48297,Навальный LIVE
2020-08-23 12:24:10.353780031,48227,Навальный LIVE
2020-08-23 12:24:15.369680166,48160,Навальный LIVE
2020-08-23 12:24:20.405200005,48096,Навальный LIVE
2020-08-23 12:24:25.436460018,48096,Навальный LIVE
2020-08-23 12:24:30.446669817,48096,Навальный LIVE
2020-08-23 12:24:30.463670015,47953,Навальный LIVE
2020-08-23 12:24:40.482959986,47885,Навальный LIVE
2020-08-23 12:24:45.508150101,47812,Навальный LIVE
2020-08-23 12:24:50.535480022,47763,Навальный LIVE
2020-08-23 12:24:55.569890022,47714,Навальный LIVE
2020-08-23 12:25:00.605299950,47689,Навальный LIVE
2020-08-23 12:25:05.639119864,47642,Навальный LIVE
2020-08-23 12:25:10.674090147,47646,Навальный LIVE
2020-08-23 12:25:15.694720030,47655,Навальный LIVE
2020-08-23 12:25:20.723719835,47650,Навальный LIVE
2020-08-23 12:25:25.737319946,47632,Навальный LIVE
2020-08-23 12:25:30.760159969,47664,Навальный LIVE
2020-08-23 12:25:35.790159941,47664,Навальный LIVE
2020-08-23 12:25:40.806919813,47692,Навальный LIVE
2020-08-23 12:25:45.826809883,47743,Навальный LIVE
2020-08-23 12:25:50.854190111,47755,Навальный LIVE
2020-08-23 12:25:55.884080172,47738,Навальный LIVE
2020-08-23 12:26:00.912189960,47717,Навальный LIVE
2020-08-23 12:26:05.942690134,47736,Навальный LIVE
2020-08-23 12:26:10.965810061,47701,Навальный LIVE
2020-08-23 12:26:15.998469830,47701,Навальный LIVE
2020-08-23 12:26:21.022999763,47681,Навальный LIVE
2020-08-23 12:26:26.043930054,47632,Навальный LIVE
2020-08-23 12:26:31.077229977,47643,Навальный LIVE
2020-08-23 12:26:36.141569853,47665,Навальный LIVE
2020-08-23 12:26:41.184000015,47674,Навальный LIVE
2020-08-23 12:26:46.219799995,47667,Навальный LIVE
2020-08-23 12:26:51.235110044,47667,Навальный LIVE
2020-08-23 12:26:56.261110067,47637,Навальный LIVE
2020-08-23 12:27:01.287480116,47609,Навальный LIVE
2020-08-23 12:27:06.317359924,47631,Навальный LIVE
2020-08-23 12:27:11.351540089,47646,Навальный LIVE
2020-08-23 12:27:16.392149925,47649,Навальный LIVE
2020-08-23 12:27:21.435100079,47637,Навальный LIVE
2020-08-23 12:27:26.467059851,47679,Навальный LIVE
2020-08-23 12:27:31.519019841,47728,Навальный LIVE
2020-08-23 12:27:36.556159973,47821,Навальный LIVE
2020-08-23 12:27:41.587469816,47864,Навальный LIVE
2020-08-23 12:27:46.613800049,47901,Навальный LIVE
2020-08-23 12:27:51.639359951,47901,Навальный LIVE
2020-08-23 12:27:56.662899971,48529,Навальный LIVE
2020-08-23 12:28:01.690989971,49044,Навальный LIVE
2020-08-23 12:28:06.712009907,49159,Навальный LIVE
2020-08-23 12:28:11.727509975,49159,Навальный LIVE
2020-08-23 12:28:11.742500067,49162,Навальный LIVE
2020-08-23 12:28:16.778859854,49074,Навальный LIVE
2020-08-23 12:28:21.808490038,49008,Навальный LIVE
2020-08-23 12:28:26.877130032,48941,Навальный LIVE
2020-08-23 12:28:31.926909924,48944,Навальный LIVE
2020-08-23 12:28:36.966780186,48920,Навальный LIVE
2020-08-23 12:28:42.014240026,48926,Навальный LIVE
2020-08-23 12:28:47.047590017,48949,Навальный LIVE
2020-08-23 12:28:52.115080118,48975,Навальный LIVE
2020-08-23 12:28:57.167530060,49019,Навальный LIVE
2020-08-23 12:29:02.220289946,49019,Навальный LIVE
2020-08-23 12:29:07.260540009,49097,Навальный LIVE
2020-08-23 12:29:12.308840036,49097,Навальный LIVE
2020-08-23 12:29:27.359999895,49281,Навальный LIVE
2020-08-23 12:29:32.384490013,49281,Навальный LIVE
2020-08-23 12:29:37.404320002,49357,Навальный LIVE
2020-08-23 12:29:42.452159882,49459,Навальный LIVE
2020-08-23 12:29:47.486969948,49436,Навальный LIVE
2020-08-23 12:29:52.548559904,49491,Навальный LIVE
2020-08-23 12:29:57.610019922,49491,Навальный LIVE
2020-08-23 12:30:02.649379969,49559,Навальный LIVE
2020-08-23 12:30:07.706609964,49537,Навальный LIVE
2020-08-23 12:30:12.740509987,49528,Навальный LIVE
2020-08-23 12:30:17.796700001,49569,Навальный LIVE
2020-08-23 12:30:22.827049971,49574,Навальный LIVE
2020-08-23 12:30:27.858030081,49626,Навальный LIVE
2020-08-23 12:30:32.888780117,49674,Навальный LIVE
2020-08-23 12:30:37.913609982,49740,Навальный LIVE
2020-08-23 12:30:42.938940048,49776,Навальный LIVE
2020-08-23 12:30:47.973789930,49812,Навальный LIVE
2020-08-23 12:30:52.999130011,49862,Навальный LIVE
2020-08-23 12:30:58.025979996,49896,Навальный LIVE
2020-08-23 12:31:03.050199986,49896,Навальный LIVE
2020-08-23 12:31:08.077319860,50036,Навальный LIVE
2020-08-23 12:31:38.229730129,50392,Навальный LIVE
2020-08-23 12:32:08.377369881,50663,Навальный LIVE
2020-08-23 12:32:13.389100075,50663,Навальный LIVE
2020-08-23 12:32:43.611299992,50647,Навальный LIVE
2020-08-23 12:32:48.627140045,50647,Навальный LIVE
2020-08-23 12:33:13.720240116,50491,Навальный LIVE
2020-08-23 12:33:43.880680084,50853,Навальный LIVE
2020-08-23 12:34:14.031059980,51002,Навальный LIVE
2020-08-23 12:34:44.162909985,51027,Навальный LIVE
2020-08-23 12:35:14.299390078,51073,Навальный LIVE
2020-08-23 12:35:44.478899956,51174,Навальный LIVE
2020-08-23 12:36:24.930700064,51396,Навальный LIVE
2020-08-23 12:36:29.984069824,51396,Навальный LIVE
2020-08-23 12:36:55.305749893,51293,Навальный LIVE
2020-08-23 12:37:25.461119890,51155,Навальный LIVE
2020-08-23 12:37:55.631280184,51156,Навальный LIVE
2020-08-23 12:38:00.667670012,51187,Навальный LIVE
2020-08-23 12:38:25.910530090,51207,Навальный LIVE
2020-08-23 12:38:30.940700054,51200,Навальный LIVE
2020-08-23 12:39:01.153970003,51093,Навальный LIVE
2020-08-23 12:39:01.161940098,51093,Навальный LIVE
2020-08-23 12:39:31.444380045,50957,Навальный LIVE
2020-08-23 12:39:31.451390028,50957,Навальный LIVE
2020-08-23 12:40:01.697700024,50670,Навальный LIVE
2020-08-23 12:40:06.708770037,50670,Навальный LIVE
2020-08-23 12:40:06.725769997,50670,Навальный LIVE
2020-08-23 12:40:31.982490063,50530,Навальный LIVE
2020-08-23 12:40:37.020790100,50534,Навальный LIVE
2020-08-23 12:41:02.270780087,50276,Навальный LIVE
2020-08-23 12:41:07.307080030,50210,Навальный LIVE
2020-08-23 12:41:42.519099950,49804,Навальный LIVE
2020-08-23 12:41:47.544450045,49804,Навальный LIVE
2020-08-23 12:41:47.573570013,49734,Навальный LIVE
2020-08-23 12:41:52.599869967,49701,Навальный LIVE
2020-08-23 12:41:57.629209995,49701,Навальный LIVE
2020-08-23 12:42:02.682659864,49717,Навальный LIVE
2020-08-23 12:42:07.702579975,49717,Навальный LIVE
2020-08-23 12:42:07.708600044,49682,Навальный LIVE
2020-08-23 12:42:17.773590088,49631,Навальный LIVE
2020-08-23 12:42:22.832440138,49651,Навальный LIVE
2020-08-23 12:42:27.846359968,49651,Навальный LIVE
2020-08-23 12:42:27.852360010,49646,Навальный LIVE
2020-08-23 12:42:37.926939964,49669,Навальный LIVE
2020-08-23 12:42:42.950959921,49669,Навальный LIVE
2020-08-23 12:42:42.978199959,49656,Навальный LIVE
2020-08-23 12:42:53.012759924,49588,Навальный LIVE
2020-08-23 12:42:58.056440115,49566,Навальный LIVE
2020-08-23 12:43:03.076380014,49566,Навальный LIVE
2020-08-23 12:43:03.085369825,49591,Навальный LIVE
2020-08-23 12:43:08.105959892,49566,Навальный LIVE
2020-08-23 12:43:08.111949921,49591,Навальный LIVE
2020-08-23 12:43:13.157609940,49577,Навальный LIVE
2020-08-23 12:43:18.184769869,49577,Навальный LIVE
2020-08-23 12:43:18.190759897,49626,Навальный LIVE
2020-08-23 12:43:28.234669924,49637,Навальный LIVE
2020-08-23 12:43:33.275439978,49654,Навальный LIVE
2020-08-23 12:43:38.302569866,49654,Навальный LIVE
2020-08-23 12:43:38.310549974,49634,Навальный LIVE
2020-08-23 12:43:48.364559889,49583,Навальный LIVE
2020-08-23 12:43:53.384160042,49583,Навальный LIVE
2020-08-23 12:43:53.411149979,49553,Навальный LIVE
2020-08-23 12:43:58.425699949,49466,Навальный LIVE
2020-08-23 12:44:03.442389965,49466,Навальный LIVE
2020-08-23 12:44:08.484830141,49377,Навальный LIVE
2020-08-23 12:44:13.502559899,49377,Навальный LIVE
2020-08-23 12:44:13.530240059,49295,Навальный LIVE
2020-08-23 12:44:23.560149908,49301,Навальный LIVE
2020-08-23 12:44:28.573610067,49301,Навальный LIVE
2020-08-23 12:44:28.630580187,49373,Навальный LIVE
2020-08-23 12:44:33.659340143,49402,Навальный LIVE
2020-08-23 12:44:38.670459986,49402,Навальный LIVE
2020-08-23 12:44:43.716820002,49383,Навальный LIVE
2020-08-23 12:44:48.729880095,49383,Навальный LIVE
2020-08-23 12:44:48.735880136,49381,Навальный LIVE
2020-08-23 12:44:58.807669878,49385,Навальный LIVE
2020-08-23 12:45:03.876280069,49408,Навальный LIVE
2020-08-23 12:45:08.887409925,49408,Навальный LIVE
2020-08-23 12:45:08.897380114,49426,Навальный LIVE
2020-08-23 12:45:13.917680025,49408,Навальный LIVE
2020-08-23 12:45:13.924679995,49426,Навальный LIVE
2020-08-23 12:45:18.973500013,49467,Навальный LIVE
2020-08-23 12:45:24.034389973,49484,Навальный LIVE
2020-08-23 12:45:29.060209990,49484,Навальный LIVE
2020-08-23 12:45:34.121819973,49638,Навальный LIVE
2020-08-23 12:45:39.143790007,49638,Навальный LIVE
2020-08-23 12:45:39.152800083,49651,Навальный LIVE
2020-08-23 12:45:44.213030100,49748,Навальный LIVE
2020-08-23 12:45:49.224250078,49748,Навальный LIVE
2020-08-23 12:45:54.244590044,49748,Навальный LIVE
2020-08-23 12:45:54.250580072,49823,Навальный LIVE
2020-08-23 12:45:59.296090126,49866,Навальный LIVE
2020-08-23 12:46:04.308749914,49866,Навальный LIVE
2020-08-23 12:46:09.352580070,49903,Навальный LIVE
2020-08-23 12:46:14.384059906,49924,Навальный LIVE
2020-08-23 12:46:19.393159866,49924,Навальный LIVE
2020-08-23 12:46:19.410160065,49943,Навальный LIVE
2020-08-23 12:46:29.432049990,49962,Навальный LIVE
2020-08-23 12:46:34.482840061,49975,Навальный LIVE
2020-08-23 12:46:39.501000165,49975,Навальный LIVE
2020-08-23 12:46:44.532969951,49975,Навальный LIVE
2020-08-23 12:46:44.541579962,49975,Навальный LIVE
2020-08-23 12:46:49.600150108,49956,Навальный LIVE
2020-08-23 12:46:54.622900009,49956,Навальный LIVE
2020-08-23 12:46:54.663150072,50048,Навальный LIVE
2020-08-23 12:47:29.791140079,50215,Навальный LIVE
2020-08-23 12:47:59.949259996,50494,Навальный LIVE
2020-08-23 12:48:04.964400053,50494,Навальный LIVE
2020-08-23 12:48:30.088350058,50785,Навальный LIVE
2020-08-23 12:48:35.098989964,50785,Навальный LIVE
2020-08-23 12:49:05.265019893,51116,Навальный LIVE
2020-08-23 12:49:10.278290033,51116,Навальный LIVE
2020-08-23 12:49:35.396049976,51121,Навальный LIVE
2020-08-23 12:49:40.404249907,51121,Навальный LIVE
2020-08-23 12:49:45.414750099,51121,Навальный LIVE
2020-08-23 12:50:10.518270016,51208,Навальный LIVE
2020-08-23 12:50:40.699959993,51571,Навальный LIVE
2020-08-23 12:51:10.850830078,52064,Навальный LIVE
2020-08-23 12:51:15.881949902,52064,Навальный LIVE
2020-08-23 12:51:46.044929981,52145,Навальный LIVE
2020-08-23 12:51:51.067199945,52145,Навальный LIVE
2020-08-23 12:52:16.211169958,52118,Навальный LIVE
2020-08-23 12:52:51.385809898,51899,Навальный LIVE
2020-08-23 12:53:21.632200003,51388,Навальный LIVE
2020-08-23 12:53:26.651200056,51388,Навальный LIVE
2020-08-23 12:53:51.897089958,51092,Навальный LIVE
2020-08-23 12:53:56.911289930,51092,Навальный LIVE
2020-08-23 12:54:01.931499958,51092,Навальный LIVE
2020-08-23 12:54:27.094319820,50896,Навальный LIVE
2020-08-23 12:54:57.297889948,50971,Навальный LIVE
2020-08-23 12:55:27.469840050,51162,Навальный LIVE
2020-08-23 12:55:32.496500015,51162,Навальный LIVE
2020-08-23 12:56:02.638509989,51193,Навальный LIVE
2020-08-23 12:56:32.840899944,51326,Навальный LIVE
2020-08-23 12:56:37.861829996,51326,Навальный LIVE
2020-08-23 12:57:03.125370026,51774,Навальный LIVE
2020-08-23 12:57:08.144439936,51774,Навальный LIVE
2020-08-23 12:57:13.161289930,51774,Навальный LIVE
2020-08-23 12:57:38.362440109,52172,Навальный LIVE
2020-08-23 12:58:08.603219986,52367,Навальный LIVE
2020-08-23 12:58:43.789269924,52666,Навальный LIVE
2020-08-23 12:58:48.823169947,52666,Навальный LIVE
2020-08-23 12:59:14.080690145,52588,Навальный LIVE
2020-08-23 12:59:49.348219872,52666,Навальный LIVE
2020-08-23 12:59:54.374660015,52666,Навальный LIVE
2020-08-23 13:00:19.540950060,52671,Навальный LIVE
2020-08-23 13:00:54.654659986,52537,Навальный LIVE
2020-08-23 13:01:24.900230169,52361,Навальный LIVE
2020-08-23 13:01:55.080980062,51993,Навальный LIVE
2020-08-23 13:02:25.256669998,51750,Навальный LIVE
2020-08-23 13:02:30.270139933,51750,Навальный LIVE
2020-08-23 13:03:00.430289984,51641,Навальный LIVE
2020-08-23 13:03:30.702119827,51676,Навальный LIVE
2020-08-23 13:03:35.713769913,51676,Навальный LIVE
2020-08-23 13:03:40.737419844,51676,Навальный LIVE
2020-08-23 13:04:05.900439978,51681,Навальный LIVE
2020-08-23 13:04:10.923030138,51681,Навальный LIVE
2020-08-23 13:04:15.956140041,51681,Навальный LIVE
2020-08-23 13:04:36.085880041,51611,Навальный LIVE
2020-08-23 13:04:41.099720001,51611,Навальный LIVE
2020-08-23 13:04:46.117209911,51611,Навальный LIVE
2020-08-23 13:04:51.132459879,51611,Навальный LIVE
2020-08-23 13:04:56.162640095,51611,Навальный LIVE
2020-08-23 13:05:06.241969824,51707,Навальный LIVE
2020-08-23 13:05:41.409690142,51615,Навальный LIVE
2020-08-23 13:06:11.649940014,51219,Навальный LIVE
2020-08-23 13:06:41.790299892,51024,Навальный LIVE
2020-08-23 13:07:16.956059933,50923,Навальный LIVE
2020-08-23 13:07:21.983819962,50923,Навальный LIVE
2020-08-23 13:07:47.118090153,51088,Навальный LIVE
2020-08-23 13:07:52.130199909,51088,Навальный LIVE
2020-08-23 13:08:17.345050097,51018,Навальный LIVE
2020-08-23 13:08:52.477139950,51099,Навальный LIVE
2020-08-23 13:08:57.492660046,51099,Навальный LIVE
2020-08-23 13:09:22.731689930,51253,Навальный LIVE
2020-08-23 13:09:57.863340139,51434,Навальный LIVE
2020-08-23 13:10:02.904569864,51434,Навальный LIVE
2020-08-23 13:10:28.043359995,51749,Навальный LIVE
2020-08-23 13:10:33.066900014,51749,Навальный LIVE
2020-08-23 13:11:03.250679969,51960,Навальный LIVE
2020-08-23 13:11:33.417540073,52026,Навальный LIVE
2020-08-23 13:12:03.581130028,51990,Навальный LIVE
2020-08-23 13:12:08.610409975,51990,Навальный LIVE
2020-08-23 13:12:38.746040106,51763,Навальный LIVE
2020-08-23 13:13:08.901830196,51626,Навальный LIVE
2020-08-23 13:13:13.942189932,51626,Навальный LIVE
2020-08-23 13:13:39.097880125,51544,Навальный LIVE
2020-08-23 13:13:44.115830183,51544,Навальный LIVE
2020-08-23 13:13:49.126969813,51544,Навальный LIVE
2020-08-23 13:13:54.146159887,51544,Навальный LIVE
2020-08-23 13:14:14.284359932,51655,Навальный LIVE
2020-08-23 13:14:19.312669992,51655,Навальный LIVE
2020-08-23 13:14:44.430169821,51904,Навальный LIVE
2020-08-23 13:14:49.455110073,51904,Навальный LIVE
2020-08-23 13:15:14.584429979,52191,Навальный LIVE
2020-08-23 13:15:19.603990078,52191,Навальный LIVE
2020-08-23 13:15:44.767189980,52040,Навальный LIVE
2020-08-23 13:16:14.903159857,51746,Навальный LIVE
2020-08-23 13:16:49.986140013,51265,Навальный LIVE
2020-08-23 13:17:20.088989973,50838,Навальный LIVE
2020-08-23 13:17:50.228579998,50722,Навальный LIVE
2020-08-23 13:18:25.336760044,50633,Навальный LIVE
2020-08-23 13:18:55.390130043,50514,Навальный LIVE
2020-08-23 13:19:00.390470028,50514,Навальный LIVE
2020-08-23 13:19:30.542080164,50353,Навальный LIVE
2020-08-23 13:20:00.679030180,50138,Навальный LIVE
2020-08-23 13:20:35.832669973,50019,Навальный LIVE
2020-08-23 13:21:05.933730125,50109,Навальный LIVE
2020-08-23 13:21:36.061380148,50007,Навальный LIVE
2020-08-23 13:21:41.077080011,50007,Навальный LIVE
2020-08-23 13:22:06.194480181,49791,Навальный LIVE
2020-08-23 13:22:11.228490114,49776,Навальный LIVE
2020-08-23 13:22:21.277769804,49790,Навальный LIVE
2020-08-23 13:22:26.293469906,49708,Навальный LIVE
2020-08-23 13:22:31.295289993,49708,Навальный LIVE
2020-08-23 13:22:36.328269958,49641,Навальный LIVE
2020-08-23 13:22:41.343950033,49641,Навальный LIVE
2020-08-23 13:22:41.359480143,49626,Навальный LIVE
2020-08-23 13:22:51.394409895,49628,Навальный LIVE
2020-08-23 13:22:56.443279982,49624,Навальный LIVE
2020-08-23 13:23:01.458950043,49624,Навальный LIVE
2020-08-23 13:23:01.490119934,49628,Навальный LIVE
2020-08-23 13:23:11.492569923,49605,Навальный LIVE
2020-08-23 13:23:16.523859977,49593,Навальный LIVE
2020-08-23 13:23:21.540640116,49593,Навальный LIVE
2020-08-23 13:23:26.559259892,49619,Навальный LIVE
2020-08-23 13:23:31.576149940,49619,Навальный LIVE
2020-08-23 13:23:31.591670036,49604,Навальный LIVE
2020-08-23 13:23:41.669420004,49660,Навальный LIVE
2020-08-23 13:23:46.701189995,49662,Навальный LIVE
2020-08-23 13:23:51.737159967,49662,Навальный LIVE
2020-08-23 13:23:51.752740145,49649,Навальный LIVE
2020-08-23 13:24:01.784469843,49671,Навальный LIVE
2020-08-23 13:24:06.805200100,49671,Навальный LIVE
2020-08-23 13:24:06.851949930,49673,Навальный LIVE
2020-08-23 13:24:16.870389938,49757,Навальный LIVE
2020-08-23 13:24:21.887599945,49755,Навальный LIVE
2020-08-23 13:24:26.899159908,49755,Навальный LIVE
2020-08-23 13:24:36.940649986,49771,Навальный LIVE
2020-08-23 13:24:41.972310066,49738,Навальный LIVE
2020-08-23 13:24:46.987969875,49738,Навальный LIVE
2020-08-23 13:24:52.038859844,49653,Навальный LIVE
2020-08-23 13:24:57.054990053,49653,Навальный LIVE
2020-08-23 13:24:57.086159945,49663,Навальный LIVE
2020-08-23 13:25:07.105700016,49633,Навальный LIVE
2020-08-23 13:25:12.152509928,49519,Навальный LIVE
2020-08-23 13:25:17.155159950,49519,Навальный LIVE
2020-08-23 13:25:17.186249971,49502,Навальный LIVE
2020-08-23 13:25:27.238070011,49452,Навальный LIVE
2020-08-23 13:25:32.246299982,49407,Навальный LIVE
2020-08-23 13:25:42.279010057,49411,Навальный LIVE
2020-08-23 13:25:47.294709921,49411,Навальный LIVE
2020-08-23 13:25:47.325819969,49470,Навальный LIVE
2020-08-23 13:25:52.374730110,49470,Навальный LIVE
2020-08-23 13:26:02.390540123,49457,Навальный LIVE
2020-08-23 13:26:07.425640106,49451,Навальный LIVE
2020-08-23 13:26:12.450609922,49451,Навальный LIVE
2020-08-23 13:26:17.466200113,49451,Навальный LIVE
2020-08-23 13:26:17.481750011,49391,Навальный LIVE
2020-08-23 13:26:22.513099909,49346,Навальный LIVE
2020-08-23 13:26:27.515669823,49346,Навальный LIVE
2020-08-23 13:26:32.555599928,49315,Навальный LIVE
2020-08-23 13:26:37.577059984,49315,Навальный LIVE
2020-08-23 13:26:37.592580080,49292,Навальный LIVE
2020-08-23 13:26:47.610049963,49190,Навальный LIVE
2020-08-23 13:26:52.625760078,49190,Навальный LIVE
2020-08-23 13:26:52.656939983,49117,Навальный LIVE
2020-08-23 13:26:57.675359964,49079,Навальный LIVE
2020-08-23 13:27:02.691339970,49079,Навальный LIVE
2020-08-23 13:27:07.722800016,48951,Навальный LIVE
2020-08-23 13:27:12.729559898,48951,Навальный LIVE
2020-08-23 13:27:12.760710001,48916,Навальный LIVE
2020-08-23 13:27:22.801270008,48881,Навальный LIVE
2020-08-23 13:27:27.861550093,48833,Навальный LIVE
2020-08-23 13:27:32.877840042,48833,Навальный LIVE
2020-08-23 13:27:32.893310070,48734,Навальный LIVE
2020-08-23 13:27:42.911180019,48701,Навальный LIVE
