timestamp,Соловьёв LIVE,Эхо Москвы
2020-11-23 06:06:10.899136543,,466.0
2020-11-23 06:06:15.961701870,,501.0
2020-11-23 06:06:21.034361601,,528.0
2020-11-23 06:06:26.109962463,,562.0
2020-11-23 06:06:31.186269283,,585.0
2020-11-23 06:06:36.255976677,,614.0
2020-11-23 06:06:41.327813387,,628.0
2020-11-23 06:06:46.397461414,,649.0
2020-11-23 06:06:51.477546453,,672.0
2020-11-23 06:06:56.556753397,,693.0
2020-11-23 06:07:01.642939329,,713.0
2020-11-23 06:07:06.712107182,,752.0
2020-11-23 06:07:11.782435656,,752.0
2020-11-23 06:07:16.865253448,,784.0
2020-11-23 06:07:21.931283712,,798.0
2020-11-23 06:07:27.008071184,,808.0
2020-11-23 06:07:32.077965498,,834.0
2020-11-23 06:07:37.155414104,,856.0
2020-11-23 06:07:42.228951454,,856.0
2020-11-23 06:07:47.321274519,,878.0
2020-11-23 06:07:52.391307116,,900.0
2020-11-23 06:07:57.461392641,,916.0
2020-11-23 06:08:02.535093069,,935.0
2020-11-23 06:08:07.610817909,,951.0
2020-11-23 06:08:12.676590919,,965.0
2020-11-23 06:08:17.753119469,,976.0
2020-11-23 06:08:22.827430248,,985.0
2020-11-23 06:08:27.894500494,,997.0
2020-11-23 06:08:32.966445446,,1013.0
2020-11-23 06:08:38.041806936,,1026.0
2020-11-23 06:08:43.109566689,,1045.0
2020-11-23 06:08:48.176695585,,1063.0
2020-11-23 06:08:53.245399952,,1078.0
2020-11-23 06:08:58.313816309,,1091.0
2020-11-23 06:09:03.389677763,,1100.0
2020-11-23 06:09:08.459364891,,1114.0
2020-11-23 06:09:13.533556938,,1125.0
2020-11-23 06:09:18.607487202,,1143.0
2020-11-23 06:09:23.673034191,,1157.0
2020-11-23 06:09:28.764796495,,1166.0
2020-11-23 06:09:33.846114874,,1180.0
2020-11-23 06:09:38.920261383,,1193.0
2020-11-23 06:09:43.989675283,,1200.0
2020-11-23 06:09:49.054334164,,1210.0
2020-11-23 06:09:54.124818802,,1230.0
2020-11-23 06:09:59.201905489,,1244.0
2020-11-23 06:10:04.272886515,,1256.0
2020-11-23 06:10:09.340770245,,1276.0
2020-11-23 06:10:14.421379328,,1289.0
2020-11-23 06:10:19.490525007,,1298.0
2020-11-23 06:10:24.569260836,,1306.0
2020-11-23 06:10:29.640151501,,1306.0
