timestamp,Навальный LIVE,Соловьёв LIVE,Телеканал Дождь,Эхо Москвы
2020-12-01 05:58:12.638726234,,248.0,,
2020-12-01 05:58:17.709364176,,264.0,,
2020-12-01 05:58:22.778683662,,291.0,,
2020-12-01 05:58:27.850756407,,325.0,,
2020-12-01 05:58:32.922260761,,349.0,,
2020-12-01 05:58:37.991846561,,375.0,,
2020-12-01 05:58:43.070744991,,399.0,,
2020-12-01 05:58:48.143169880,,420.0,,
2020-12-01 05:58:53.222415209,,438.0,,
2020-12-01 05:58:58.298339367,,457.0,,
2020-12-01 05:59:03.370640755,,480.0,,
2020-12-01 05:59:08.438113451,,498.0,,
2020-12-01 05:59:13.515192985,,518.0,,
2020-12-01 05:59:18.574734926,,552.0,,
2020-12-01 05:59:23.645010471,,574.0,,
2020-12-01 05:59:28.721590519,,597.0,,
2020-12-01 05:59:33.787258863,,622.0,,
2020-12-01 05:59:38.858282089,,659.0,,
2020-12-01 05:59:43.934080601,,689.0,,
2020-12-01 05:59:49.012571096,,702.0,,
2020-12-01 05:59:54.082476616,,716.0,,
2020-12-01 05:59:59.153725624,,726.0,,
2020-12-01 06:00:04.439696074,,752.0,,
2020-12-01 06:00:09.509650469,,777.0,,
2020-12-01 06:00:14.570871592,,803.0,,
2020-12-01 06:00:19.637800217,,832.0,,
2020-12-01 06:00:24.706471443,,851.0,,
2020-12-01 06:00:29.783398151,,875.0,,
2020-12-01 06:00:34.860226631,,890.0,,
2020-12-01 06:00:39.932366133,,930.0,,
2020-12-01 06:00:44.995928526,,968.0,,
2020-12-01 06:00:50.069350243,,996.0,,
2020-12-01 06:00:55.132984877,,1043.0,,
2020-12-01 06:01:00.199825764,,1081.0,,
2020-12-01 06:01:05.256100893,,1104.0,,
2020-12-01 06:01:10.329585075,,1140.0,,
2020-12-01 06:01:15.392427444,,1176.0,,
2020-12-01 06:01:20.474268675,,1213.0,,
2020-12-01 06:01:25.561842203,,1238.0,,
2020-12-01 06:01:30.634440899,,1265.0,,
2020-12-01 06:01:35.697814941,,1289.0,,
2020-12-01 06:01:40.758156538,,1332.0,,
2020-12-01 06:01:45.835371256,,1377.0,,
2020-12-01 06:01:50.909902811,,1416.0,,
2020-12-01 06:01:55.988694668,,1443.0,,
2020-12-01 06:02:01.062496185,,1485.0,,
2020-12-01 06:02:06.142060041,,1534.0,,
2020-12-01 06:02:11.212384224,,1562.0,,
2020-12-01 06:02:16.276309490,,1600.0,,
2020-12-01 06:02:21.357793570,,1637.0,,
2020-12-01 06:02:26.440650940,,1667.0,,
2020-12-01 06:02:31.518146038,,1682.0,,
2020-12-01 06:02:36.592375755,,1706.0,,
2020-12-01 06:02:41.669755459,,1745.0,,
2020-12-01 06:02:46.735527992,,1763.0,,
