timestamp,Навальный LIVE,Соловьёв LIVE,Телеканал Дождь,Эхо Москвы
2020-12-17 06:01:13.229334593,,511.0,,
2020-12-17 06:01:18.342476845,,557.0,,
2020-12-17 06:01:23.411590338,,592.0,,
2020-12-17 06:01:28.487180471,,632.0,,
2020-12-17 06:01:33.567566395,,661.0,,
2020-12-17 06:01:38.684852600,,683.0,,
2020-12-17 06:01:43.758148432,,709.0,,
2020-12-17 06:01:48.866359234,,743.0,,
2020-12-17 06:01:53.944776535,,797.0,,
2020-12-17 06:01:59.020059586,,797.0,,
2020-12-17 06:02:04.093159676,,833.0,,
2020-12-17 06:02:09.207863331,,869.0,,
2020-12-17 06:02:14.279817581,,924.0,,
2020-12-17 06:02:19.357668638,,953.0,,
2020-12-17 06:02:24.439118624,,986.0,,
2020-12-17 06:02:29.505612611,,1025.0,,
2020-12-17 06:02:34.577048779,,1052.0,,
2020-12-17 06:02:39.690000534,,1095.0,,
2020-12-17 06:02:44.818963289,,1132.0,,
2020-12-17 06:02:49.894797564,,1215.0,,
2020-12-17 06:02:55.005731106,,1250.0,,
2020-12-17 06:03:00.077165127,,1262.0,,
2020-12-17 06:03:05.147582531,,1292.0,,
2020-12-17 06:03:10.223250866,,1325.0,,
2020-12-17 06:03:15.334966421,,1371.0,,
2020-12-17 06:03:20.413512468,,1433.0,,
2020-12-17 12:00:10.341731548,,,,63.0
2020-12-17 12:00:15.465374708,,,,62.0
2020-12-17 12:00:20.546542168,,,,50.0
2020-12-17 12:00:25.621631384,,,,37.0
2020-12-17 12:00:30.696091413,,,,35.0
2020-12-17 12:00:35.825753450,,,,37.0
2020-12-17 12:00:40.908568859,,,,40.0
2020-12-17 12:00:45.997911215,,,,39.0
2020-12-17 12:00:51.063162565,,,,41.0
2020-12-17 12:00:56.134592772,,,,47.0
2020-12-17 12:01:01.206289291,,,,55.0
2020-12-17 12:01:06.278286219,,,,59.0
2020-12-17 12:01:11.393893480,,,,69.0
2020-12-17 12:01:16.472622156,,,,73.0
2020-12-17 12:01:21.547446966,,,,72.0
2020-12-17 12:01:26.618680716,,,,73.0
2020-12-17 12:01:31.695323467,,,,76.0
2020-12-17 12:01:36.762370586,,,,79.0
2020-12-17 12:01:41.850306034,,,,84.0
2020-12-17 12:01:46.918306112,,,,83.0
2020-12-17 12:01:52.029666901,,,,86.0
2020-12-17 12:01:57.103470802,,,,97.0
2020-12-17 12:02:02.242697477,,,,103.0
2020-12-17 12:02:07.318340540,,,,108.0
2020-12-17 12:02:12.423994064,,,,118.0
2020-12-17 12:02:17.495309591,,,,125.0
2020-12-17 12:02:22.611817598,,,,122.0
2020-12-17 12:02:27.686035872,,,,117.0
2020-12-17 12:02:32.754781485,,,,121.0
2020-12-17 12:02:37.850468636,,,,124.0
2020-12-17 12:02:42.959094048,,,,126.0
2020-12-17 12:02:48.029158831,,,,127.0
2020-12-17 12:02:53.147928476,,,,127.0
2020-12-17 12:02:58.236938238,,,,124.0
2020-12-17 12:03:03.306308508,,,,124.0
2020-12-17 12:03:08.372090340,,,,126.0
2020-12-17 12:03:13.452137232,,,,129.0
2020-12-17 12:03:18.527571440,,,,136.0
2020-12-17 12:03:23.604511023,,,,141.0
2020-12-17 12:03:28.682005167,,,,143.0
2020-12-17 12:03:33.754663944,,,,148.0
2020-12-17 12:03:38.821845770,,,,154.0
2020-12-17 12:03:43.892318010,,,,150.0
2020-12-17 12:03:48.957140923,,,,150.0
2020-12-17 12:03:54.031142712,,,,154.0
2020-12-17 12:03:59.113727570,,,,157.0
2020-12-17 12:04:04.175902605,,,,162.0
2020-12-17 12:04:09.271105766,,,,171.0
2020-12-17 12:04:14.349835873,,,,178.0
2020-12-17 12:04:19.422332048,,,,181.0
2020-12-17 12:04:24.499682903,,,,177.0
2020-12-17 12:04:29.570570469,,,,177.0
2020-12-17 12:04:34.642377615,,,,179.0
2020-12-17 12:04:39.713026524,,,,176.0
2020-12-17 12:04:44.819985628,,,,174.0
2020-12-17 12:04:49.927365065,,,,175.0
2020-12-17 12:04:55.005223274,,,,175.0
2020-12-17 12:05:00.083696365,,,,173.0
2020-12-17 12:05:05.168112993,,,,180.0
2020-12-17 12:05:10.240391254,,,,193.0
2020-12-17 12:05:15.314073324,,,,194.0
2020-12-17 12:05:20.388177633,,,,196.0
2020-12-17 12:05:25.492290497,,,,204.0
2020-12-17 12:05:30.567991495,,,,209.0
2020-12-17 12:05:35.674883604,,,,203.0
2020-12-17 12:05:40.751292229,,,,201.0
2020-12-17 12:05:45.814226866,,,,200.0
2020-12-17 12:05:50.890474081,,,,197.0
2020-12-17 12:05:56.001646042,,,,200.0
2020-12-17 12:06:01.076899290,,,,201.0
2020-12-17 12:06:06.186506510,,,,199.0
2020-12-17 12:06:11.262814999,,,,205.0
2020-12-17 12:06:16.336038113,,,,213.0
2020-12-17 12:06:21.403994799,,,,214.0
2020-12-17 12:06:26.478023052,,,,215.0
2020-12-17 12:06:31.547536612,,,,219.0
2020-12-17 12:06:36.612622499,,,,224.0
2020-12-17 12:06:41.683356762,,,,225.0
2020-12-17 12:06:46.763485432,,,,228.0
2020-12-17 12:06:51.844213009,,,,230.0
2020-12-17 12:06:56.960311890,,,,234.0
2020-12-17 12:07:02.027069807,,,,233.0
2020-12-17 12:07:07.105407476,,,,236.0
2020-12-17 12:07:12.194092751,,,,236.0
2020-12-17 12:07:17.266896009,,,,239.0
