timestamp,Соловьёв LIVE,Эхо Москвы
2020-12-09 05:59:14.048176527,499.0,
2020-12-09 05:59:19.121948957,400.0,
2020-12-09 05:59:24.193187237,325.0,
2020-12-09 05:59:29.284731150,307.0,
2020-12-09 05:59:34.347213268,332.0,
2020-12-09 05:59:39.412950754,369.0,
2020-12-09 05:59:44.521332025,403.0,
2020-12-09 05:59:49.592453003,438.0,
2020-12-09 05:59:54.678573132,476.0,
2020-12-09 05:59:59.744399071,509.0,
2020-12-09 06:00:04.822696209,540.0,
2020-12-09 06:00:09.898050785,576.0,
2020-12-09 06:00:14.973698378,599.0,
2020-12-09 06:00:20.064095259,631.0,
2020-12-09 06:00:25.168107510,672.0,
2020-12-09 06:00:30.236276627,693.0,
2020-12-09 06:00:35.310282707,726.0,
2020-12-09 06:00:40.388723135,756.0,
2020-12-09 06:00:45.499832392,799.0,
2020-12-09 06:00:50.564930201,839.0,
2020-12-09 06:00:55.674392223,886.0,
2020-12-09 06:01:00.771274090,924.0,
2020-12-09 06:01:05.844103575,962.0,
2020-12-09 06:01:10.924400091,1000.0,
2020-12-09 06:01:15.991942644,1047.0,
2020-12-09 06:01:21.063394546,1096.0,
2020-12-09 06:01:26.125838995,1129.0,
2020-12-09 06:01:31.191441774,1156.0,
2020-12-09 06:01:36.270933867,1195.0,
2020-12-09 06:01:41.334338188,1232.0,
2020-12-09 06:01:46.440388203,1274.0,
2020-12-09 06:01:51.512392521,1311.0,
2020-12-09 06:01:56.592161417,1346.0,
2020-12-09 06:02:01.661799908,1427.0,
2020-12-09 06:02:06.765846014,1427.0,
2020-12-09 06:02:11.832158566,1519.0,
2020-12-09 06:02:16.942703009,1519.0,
2020-12-09 06:02:22.017919064,1547.0,
2020-12-09 06:02:27.128378630,1613.0,
2020-12-09 06:02:32.211022139,1651.0,
2020-12-09 06:02:37.330656528,1694.0,
2020-12-09 06:02:42.403976679,1716.0,
2020-12-09 06:02:47.485742092,1732.0,
2020-12-09 06:02:52.549920559,1769.0,
2020-12-09 06:02:57.637692213,1799.0,
2020-12-09 06:03:02.714119434,1832.0,
2020-12-09 06:03:07.821828842,1870.0,
2020-12-09 06:03:12.899175644,1904.0,
2020-12-09 06:03:17.969480038,1930.0,
2020-12-09 06:03:23.045414448,1965.0,
2020-12-09 06:03:28.115098715,2008.0,
2020-12-09 06:03:33.194314480,2051.0,
2020-12-09 06:03:38.283303261,2090.0,
2020-12-09 06:03:43.348401546,2125.0,
2020-12-09 06:03:48.423645258,2149.0,
2020-12-09 06:03:53.508661985,2193.0,
2020-12-09 06:03:58.585811615,2236.0,
2020-12-09 06:04:03.694157362,2261.0,
2020-12-09 06:04:08.768582106,2296.0,
2020-12-09 06:04:13.879475594,2330.0,
2020-12-09 06:04:18.952931404,2360.0,
2020-12-09 06:04:24.023607254,2400.0,
2020-12-09 06:04:29.098578930,2439.0,
2020-12-09 06:04:34.233846188,2473.0,
2020-12-09 06:04:39.298700571,2521.0,
2020-12-09 06:04:44.416542530,2579.0,
2020-12-09 06:04:49.525212765,2633.0,
2020-12-09 06:04:54.625068665,2680.0,
2020-12-09 06:04:59.730058670,2728.0,
2020-12-09 06:05:04.842706203,2775.0,
2020-12-09 06:05:09.911813974,2811.0,
2020-12-09 06:05:15.053010941,2862.0,
2020-12-09 06:05:20.132297753,2905.0,
2020-12-09 06:05:25.246458530,2949.0,
2020-12-09 06:05:30.309918642,2987.0,
2020-12-09 06:05:35.366636992,3041.0,
2020-12-09 06:05:40.438687801,3085.0,
2020-12-09 06:05:45.509535788,3134.0,
2020-12-09 06:05:50.597993612,3179.0,
2020-12-09 06:05:55.661555290,3234.0,
2020-12-09 06:06:00.727453470,3273.0,
2020-12-09 06:06:05.802181005,3273.0,
2020-12-09 06:06:10.917126656,3396.0,
2020-12-09 06:06:15.988337517,3430.0,
2020-12-09 06:06:17.482113123,,400.0
2020-12-09 06:06:21.105381012,3490.0,
2020-12-09 06:06:22.553987026,,420.0
2020-12-09 06:06:26.178799152,3555.0,
2020-12-09 06:06:27.630495548,,442.0
2020-12-09 06:06:31.296606541,3594.0,
2020-12-09 06:06:32.697949886,,463.0
2020-12-09 06:06:36.405937433,3649.0,
2020-12-09 06:06:37.768785238,,475.0
2020-12-09 06:06:41.519187450,3691.0,
2020-12-09 06:06:42.835659027,,484.0
2020-12-09 06:06:46.593552589,3758.0,
2020-12-09 06:06:47.908255577,,496.0
2020-12-09 06:06:51.672914505,3807.0,
2020-12-09 06:06:53.021746159,,511.0
2020-12-09 06:06:56.795872211,3902.0,
2020-12-09 06:06:58.100841284,,531.0
2020-12-09 06:07:01.906319380,3952.0,
2020-12-09 06:07:03.161169767,,554.0
2020-12-09 06:07:06.981377840,4006.0,
2020-12-09 06:07:08.232464552,,572.0
2020-12-09 06:07:12.051546097,4050.0,
2020-12-09 06:07:13.346201658,,597.0
2020-12-09 06:07:17.159290791,4103.0,
2020-12-09 06:07:18.416751862,,612.0
2020-12-09 06:07:22.223131180,4154.0,
2020-12-09 06:07:23.527103424,,642.0
2020-12-09 06:07:27.301581144,4202.0,
2020-12-09 06:07:28.597161531,,656.0
2020-12-09 06:07:32.381658554,4229.0,
2020-12-09 06:07:33.702486515,,661.0
2020-12-09 06:07:37.453439236,4229.0,
2020-12-09 06:07:38.776558638,,675.0
2020-12-09 06:07:42.522252798,4315.0,
2020-12-09 06:07:43.893785238,,689.0
2020-12-09 06:07:47.588917494,4393.0,
