timestamp,Телеканал Дождь,Эхо Москвы
2021-01-08 06:07:17.126359463,,290.0
2021-01-08 06:07:22.194596767,,290.0
2021-01-08 06:07:27.258980751,,303.0
2021-01-08 06:07:32.371361971,,309.0
2021-01-08 06:07:37.442133665,,322.0
2021-01-08 06:07:42.556981087,,333.0
2021-01-08 06:07:47.639107943,,343.0
2021-01-08 06:07:52.733915806,,352.0
2021-01-08 06:07:57.806803942,,355.0
2021-01-08 06:08:02.894767046,,366.0
2021-01-08 06:08:13.001718521,,406.0
2021-01-08 06:08:18.076085091,,423.0
2021-01-08 06:08:23.194985151,,436.0
2021-01-08 06:08:33.312396526,,470.0
2021-01-08 06:08:38.381485939,,479.0
2021-01-08 06:08:43.488447189,,493.0
2021-01-08 06:08:48.566737413,,498.0
2021-01-08 06:08:53.641276598,,506.0
2021-01-08 06:08:58.727580070,,511.0
2021-01-08 06:09:03.818785191,,515.0
2021-01-08 06:09:08.891288042,,512.0
2021-01-08 06:09:13.956528664,,516.0
2021-01-08 06:09:19.043661594,,528.0
2021-01-08 06:09:24.150952816,,542.0
2021-01-08 06:09:29.237721443,,556.0
2021-01-08 06:09:34.312376022,,577.0
2021-01-08 06:09:39.392850161,,589.0
2021-01-08 06:09:44.463611603,,605.0
2021-01-08 06:09:49.547224522,,617.0
2021-01-08 06:09:59.689585447,,626.0
2021-01-08 06:10:14.915749311,,640.0
2021-01-08 06:10:30.147353411,,667.0
2021-01-08 06:10:40.294258118,,683.0
2021-01-08 06:10:50.444417000,,703.0
2021-01-08 06:10:55.523240088,,711.0
2021-01-08 06:11:05.672497034,,722.0
2021-01-08 06:11:10.756400585,,740.0
2021-01-08 06:11:15.829198122,,753.0
2021-01-08 06:11:25.957690716,,783.0
2021-01-08 06:11:31.033553600,,808.0
2021-01-08 06:11:36.161161900,,808.0
2021-01-08 06:11:41.245605946,,822.0
2021-01-08 06:11:46.323492050,,827.0
2021-01-08 06:11:51.394601583,,827.0
2021-01-08 06:11:56.509465456,,832.0
2021-01-08 06:12:01.580554247,,845.0
2021-01-08 06:12:06.657674789,,856.0
2021-01-08 06:12:11.737529278,,855.0
2021-01-08 06:12:21.940412521,,874.0
2021-01-08 06:12:32.126350641,,896.0
2021-01-08 06:12:37.194889545,,912.0
2021-01-08 06:12:42.262714863,,915.0
2021-01-08 06:12:47.398259878,,913.0
2021-01-08 06:12:52.468858719,,915.0
2021-01-08 06:12:57.541315794,,923.0
2021-01-08 06:13:07.684335470,,935.0
2021-01-08 06:13:12.757258892,,938.0
2021-01-08 06:13:17.835553408,,945.0
2021-01-08 06:13:22.960084677,,950.0
2021-01-08 06:13:28.034391880,,947.0
2021-01-08 06:13:38.183633804,,965.0
2021-01-08 06:13:43.251762390,,972.0
2021-01-08 06:13:53.402709961,,990.0
2021-01-08 06:14:08.604903460,,1025.0
2021-01-08 06:14:13.711101055,,1034.0
2021-01-08 06:14:18.782786608,,1041.0
2021-01-08 06:14:23.866382122,,1040.0
2021-01-08 06:14:39.127956390,,1059.0
2021-01-08 06:14:44.193830490,,1066.0
2021-01-08 06:14:49.271609783,,1067.0
2021-01-08 06:14:54.347520590,,1061.0
2021-01-08 06:15:04.457776785,,1085.0
2021-01-08 06:15:09.543390751,,1094.0
2021-01-08 06:15:14.613948345,,1110.0
2021-01-08 06:15:19.684905291,,1129.0
2021-01-08 06:15:24.771814346,,1141.0
2021-01-08 11:59:25.180070400,,186.0
2021-01-08 11:59:35.297108173,,139.0
2021-01-08 11:59:40.370719910,,160.0
2021-01-08 11:59:50.552222013,,184.0
2021-01-08 12:00:05.754830599,,243.0
2021-01-08 12:00:10.876819611,,260.0
2021-01-08 12:00:21.013927460,,285.0
2021-01-08 12:00:26.096856833,,298.0
2021-01-08 12:00:31.204731464,,316.0
2021-01-08 12:00:36.280641079,,331.0
2021-01-08 12:00:41.365040779,,353.0
2021-01-08 12:00:46.443117619,,382.0
2021-01-08 12:00:51.549981356,,409.0
2021-01-08 12:00:56.622275829,,426.0
2021-01-08 12:01:01.731033802,,445.0
2021-01-08 12:01:06.805479527,,450.0
2021-01-08 12:01:11.878251791,,450.0
2021-01-08 12:01:16.946500063,,478.0
2021-01-08 12:01:22.066394567,,487.0
2021-01-08 12:01:27.161196709,,489.0
2021-01-08 12:01:37.310799837,,518.0
2021-01-08 12:01:42.384388447,,519.0
2021-01-08 12:01:47.456015348,,534.0
2021-01-08 12:01:52.523626803,,551.0
2021-01-08 12:01:57.596006155,,566.0
2021-01-08 12:02:02.712806463,,579.0
2021-01-08 12:02:12.867442608,,600.0
2021-01-08 12:02:17.937212706,,600.0
2021-01-08 12:02:23.058803797,,615.0
2021-01-08 12:02:28.138098478,,621.0
2021-01-08 12:02:33.210446119,,636.0
2021-01-08 12:02:43.351130724,,662.0
2021-01-08 12:02:48.437029600,,678.0
2021-01-08 12:02:58.588154554,,703.0
2021-01-08 12:03:03.701975584,,705.0
2021-01-08 12:03:08.774431467,,712.0
2021-01-08 12:03:18.915217876,,721.0
2021-01-08 12:03:24.021006107,,741.0
2021-01-08 12:03:34.175767183,,754.0
2021-01-08 12:03:39.246807337,,771.0
2021-01-08 12:03:44.348472118,,788.0
2021-01-08 12:03:49.419880629,,807.0
2021-01-08 12:03:54.520071507,,824.0
2021-01-08 12:03:59.595897436,,833.0
2021-01-08 12:04:04.678910494,,831.0
2021-01-08 12:04:09.758348942,,837.0
2021-01-08 12:04:14.826196194,,842.0
2021-01-08 12:04:19.902737379,,847.0
2021-01-08 12:04:24.979303837,,850.0
2021-01-08 12:04:30.052185059,,859.0
2021-01-08 12:04:35.166613102,,859.0
2021-01-08 12:04:40.246019602,,868.0
2021-01-08 12:04:45.318711996,,883.0
2021-01-08 12:04:50.395797491,,890.0
2021-01-08 12:04:55.465927362,,896.0
2021-01-08 12:05:00.543418169,,906.0
2021-01-08 12:05:05.618589163,,910.0
2021-01-08 12:05:10.700248241,,926.0
2021-01-08 12:05:15.813953876,,938.0
2021-01-08 12:05:20.884500742,,938.0
2021-01-08 12:05:26.003314734,,942.0
2021-01-08 12:05:31.070928812,,954.0
2021-01-08 12:05:41.254363536,,982.0
2021-01-08 12:05:51.446336508,,996.0
2021-01-08 12:06:01.587741375,,1021.0
2021-01-08 12:06:11.742331505,,1014.0
2021-01-08 12:06:21.934048176,,1039.0
2021-01-08 12:06:27.037155151,,1039.0
2021-01-08 12:06:32.115443468,,1072.0
2021-01-08 12:06:37.186277866,,1083.0
2021-01-08 12:06:42.257465838,,1091.0
2021-01-08 12:06:57.530981064,,1100.0
2021-01-08 12:07:02.610285521,,1102.0
2021-01-08 12:07:07.720573425,,1103.0
2021-01-08 12:07:12.782371521,,1099.0
2021-01-08 12:07:17.852298737,,1096.0
2021-01-08 12:07:22.923843145,,1094.0
2021-01-08 12:07:28.016708612,,1094.0
2021-01-08 12:07:33.102523327,,1108.0
2021-01-08 12:07:38.215646744,,1115.0
2021-01-08 12:07:43.311530113,,1120.0
2021-01-08 12:07:48.390907049,,1131.0
2021-01-08 12:07:58.508494616,,1158.0
2021-01-08 12:08:03.621365786,,1165.0
2021-01-08 12:08:18.812726498,,1174.0
2021-01-08 12:08:23.897280216,,1184.0
2021-01-08 12:08:34.033787489,,1193.0
2021-01-08 12:08:39.108121157,,1203.0
2021-01-08 12:08:44.194296122,,1204.0
2021-01-08 12:08:49.267131805,,1217.0
2021-01-08 12:08:54.347643137,,1218.0
2021-01-08 12:09:04.467712641,,1245.0
2021-01-08 12:09:09.540630579,,1259.0
2021-01-08 12:09:24.763321400,,1270.0
2021-01-08 12:09:40.005426168,,1328.0
2021-01-08 12:09:45.081381321,,1337.0
