timestamp,Навальный LIVE,Соловьёв LIVE,Эхо Москвы
2021-01-17 17:01:10.039990187,,8704.0,
2021-01-17 17:02:00.501195430,,12353.0,
2021-01-17 17:02:30.781024456,,14280.0,
2021-01-17 17:02:40.899391413,,15137.0,
2021-01-17 17:03:06.120802641,,16514.0,
2021-01-17 17:03:41.425751448,,18761.0,
2021-01-17 17:03:56.578236580,,19332.0,
2021-01-17 17:04:01.687264919,,19525.0,
2021-01-17 17:04:06.772601128,,19990.0,
2021-01-17 17:04:16.880144596,,20457.0,
2021-01-17 17:04:37.063913583,,21314.0,
2021-01-17 17:04:47.209091902,,21790.0,
2021-01-17 17:05:17.499064207,,23187.0,
2021-01-17 17:05:47.900717497,,24416.0,
2021-01-17 17:05:58.019021273,,24796.0,
2021-01-17 17:06:38.339261293,,26489.0,
2021-01-17 17:06:48.485415459,,26851.0,
2021-01-17 17:07:08.662804604,,27645.0,
2021-01-17 17:07:18.772253275,,28019.0,
2021-01-17 17:07:33.920608521,,28371.0,
2021-01-17 17:07:54.104000568,,29369.0,
2021-01-17 17:08:04.227173805,,29781.0,
2021-01-17 17:08:29.458802462,,30518.0,
2021-01-17 17:08:49.661980391,,31107.0,
2021-01-17 17:08:54.744527817,,31416.0,
2021-01-17 17:08:59.828214407,,31612.0,
2021-01-17 17:09:30.125076055,,32524.0,
2021-01-17 17:09:50.357450485,,33066.0,
2021-01-17 17:09:55.432519436,,33221.0,
2021-01-17 17:10:20.705343962,,33793.0,
2021-01-17 17:10:30.809823513,,34124.0,
2021-01-17 17:12:16.695927620,,36659.0,
2021-01-17 17:13:02.107526064,,37697.0,
2021-01-17 17:13:12.229893923,,37856.0,
2021-01-17 17:13:37.477006912,,38264.0,
2021-01-17 17:13:47.591907263,,38391.0,
2021-01-17 17:13:57.699557304,,38451.0,
2021-01-17 17:14:38.152894497,,39023.0,
2021-01-17 17:14:53.307980061,,39113.0,
2021-01-17 17:15:03.467861891,,39207.0,
2021-01-17 17:15:33.728567839,,39631.0,
2021-01-17 17:15:48.886240244,,39855.0,
2021-01-17 17:15:53.972787619,,39855.0,
2021-01-17 17:15:59.096163034,,40018.0,
2021-01-17 17:16:19.303850889,,40288.0,
2021-01-17 17:16:39.473219395,,40510.0,
2021-01-17 17:16:59.733517885,,40791.0,
2021-01-17 17:17:09.842814922,,40942.0,
2021-01-17 17:17:35.313076019,,41536.0,
2021-01-17 17:18:20.858947992,,42138.0,
2021-01-17 17:19:01.213469505,,42401.0,
2021-01-17 17:19:11.341218233,,42612.0,
2021-01-17 17:19:21.470866680,,42677.0,
2021-01-17 17:19:36.707631350,,42851.0,
2021-01-17 17:19:56.894980431,,43012.0,
2021-01-17 17:20:27.173242807,,43229.0,
2021-01-17 17:20:32.245482445,,43253.0,
2021-01-17 17:20:37.358050823,,43409.0,
2021-01-17 17:20:52.514276028,,43478.0,
2021-01-17 17:21:12.735546112,,43477.0,
2021-01-17 17:22:13.252799510,,44017.0,
2021-01-17 17:22:28.478566408,,44299.0,
2021-01-17 17:22:43.678576469,,44723.0,
2021-01-17 17:22:48.758100510,,45021.0,
2021-01-17 17:22:58.873881340,,45210.0,
2021-01-17 17:23:08.998851061,,45291.0,
2021-01-17 17:23:59.510269403,,46305.0,
2021-01-17 17:24:14.668495417,,46457.0,
2021-01-17 17:24:50.057766914,,46716.0,
2021-01-17 17:24:55.127965450,,46716.0,
2021-01-17 17:25:05.232695580,,46899.0,
2021-01-17 17:25:30.570624352,,47183.0,
2021-01-17 17:25:40.675972462,,47195.0,
2021-01-17 17:25:55.822189331,,47285.0,
2021-01-17 17:26:00.914904594,,47301.0,
2021-01-17 17:26:11.022269487,,47380.0,
2021-01-17 17:27:06.485451221,,48078.0,
2021-01-17 17:27:11.561324120,,48130.0,
2021-01-17 17:27:26.764474392,,48084.0,
2021-01-17 17:27:31.831174135,,48075.0,
2021-01-17 17:27:36.894961834,,48099.0,
2021-01-17 17:27:41.981391191,,48179.0,
2021-01-17 17:27:47.059673071,,48206.0,
2021-01-17 17:27:52.142443180,,48206.0,
2021-01-17 17:28:12.335246563,,48333.0,
2021-01-17 17:28:22.437421560,,48405.0,
2021-01-17 17:28:32.544275284,,48516.0,
2021-01-17 17:28:52.730928898,,48743.0,
2021-01-17 17:28:57.804865122,,48743.0,
2021-01-17 17:29:02.883459568,,48628.0,
2021-01-17 17:29:07.958666325,,48584.0,
2021-01-17 17:29:38.268137216,,48286.0,
2021-01-17 17:29:43.353518248,,48274.0,
2021-01-17 17:30:03.525860785,,48133.0,
2021-01-17 17:30:13.644101620,,48084.0,
2021-01-17 17:30:18.731314421,,48084.0,
2021-01-17 17:31:09.219578028,,48861.0,
2021-01-17 17:31:39.576245308,,49327.0,
2021-01-17 17:31:44.686274529,,49389.0,
2021-01-17 17:31:49.748749018,,49461.0,
2021-01-17 17:31:54.820212603,,49546.0,
2021-01-17 17:32:04.971516848,,49779.0,
2021-01-17 17:32:10.260009288,,49877.0,
2021-01-17 17:32:50.542547464,,50618.0,
2021-01-17 17:34:35.932724476,,49955.0,
2021-01-17 17:35:41.164065361,,50944.0,
2021-01-17 17:37:41.517162561,,51723.0,
2021-01-17 17:38:41.741521120,,51759.0,
2021-01-17 17:39:11.845623970,,51534.0,
2021-01-17 17:39:41.960496664,,51434.0,
2021-01-17 17:40:12.062468052,,51399.0,
2021-01-17 18:01:51.002264500,17092.0,,
2021-01-17 18:01:56.074174404,17592.0,,
2021-01-17 18:02:06.227443933,18700.0,,
2021-01-17 18:02:21.427716494,20734.0,,
2021-01-17 18:02:26.498990059,21545.0,,
2021-01-17 18:03:06.972393751,26497.0,,
2021-01-17 18:03:22.195049524,28157.0,,
2021-01-17 18:03:42.429616690,29974.0,,
2021-01-17 18:03:52.573046684,30918.0,,
2021-01-17 18:03:57.648045778,31349.0,,
2021-01-17 18:04:07.791840792,32222.0,,
2021-01-17 18:04:13.947038174,,,467.0
2021-01-17 18:04:17.893372536,33071.0,,
2021-01-17 18:04:22.968044519,33324.0,,
2021-01-17 18:04:24.048848867,,,742.0
2021-01-17 18:05:03.390112400,37250.0,,
2021-01-17 18:05:04.514296055,,,1330.0
2021-01-17 18:05:23.597751141,39244.0,,
2021-01-17 18:05:59.106258869,43534.0,,
2021-01-17 18:06:00.192208052,,,2100.0
2021-01-17 18:06:05.296175480,,,2160.0
2021-01-17 18:06:20.513561249,,,2334.0
2021-01-17 18:06:24.485131264,46495.0,,
2021-01-17 18:06:29.562889338,46495.0,,
2021-01-17 18:06:44.772941351,48115.0,,
2021-01-17 18:06:45.839459181,,,2652.0
2021-01-17 18:07:16.228193283,,,2898.0
2021-01-17 18:07:21.295550108,,,2949.0
2021-01-17 18:07:35.154922009,51655.0,,
2021-01-17 18:08:05.475053310,53001.0,,
2021-01-17 18:08:11.981637001,,,3289.0
2021-01-17 18:08:57.617570400,,,3635.0
2021-01-17 18:09:02.701864481,,,3662.0
2021-01-17 18:09:07.791477442,,,3687.0
2021-01-17 18:09:28.037848234,,,3863.0
2021-01-17 18:09:38.186248779,,,3952.0
2021-01-17 18:10:23.704664469,,,4207.0
2021-01-17 18:10:33.869205236,,,4236.0
2021-01-17 18:10:49.104734182,,,4318.0
2021-01-17 18:11:04.332963228,,,4411.0
2021-01-17 18:11:06.044439077,61951.0,,
2021-01-17 18:11:44.901842594,,,4629.0
2021-01-17 18:11:49.963604212,,,4649.0
2021-01-17 18:11:55.089926243,,,4683.0
2021-01-17 18:12:15.389521599,,,4833.0
2021-01-17 18:12:35.726155758,,,4999.0
2021-01-17 18:13:11.249207497,,,5121.0
2021-01-17 18:13:41.614194393,,,5200.0
2021-01-17 18:13:46.722475052,,,5227.0
2021-01-17 18:14:07.014166355,,,5299.0
2021-01-17 18:14:37.350180387,,,5433.0
2021-01-17 18:14:42.465350866,,,5448.0
2021-01-17 18:14:57.657155991,,,5421.0
2021-01-17 18:15:36.912910700,85852.0,,
2021-01-17 18:15:48.401005983,,,5566.0
2021-01-17 18:16:28.911680698,,,5670.0
2021-01-17 18:16:39.033229588,,,5692.0
2021-01-17 18:17:09.466823339,,,5749.0
2021-01-17 18:17:34.844880581,,,5835.0
2021-01-17 18:17:55.161524773,,,5871.0
2021-01-17 18:18:37.488075256,97521.0,,
2021-01-17 18:18:45.964534998,,,6083.0
2021-01-17 18:18:56.111610651,,,6128.0
2021-01-17 18:19:01.216469049,,,6146.0
2021-01-17 18:19:36.751197577,,,6158.0
2021-01-17 18:19:37.673571587,100750.0,,
2021-01-17 18:19:41.825936556,,,6177.0
2021-01-17 18:19:56.976796150,,,6228.0
2021-01-17 18:20:07.159789085,,,6272.0
2021-01-17 18:20:17.274640322,,,6293.0
2021-01-17 18:20:32.512699366,,,6348.0
2021-01-17 18:20:47.769758701,,,6418.0
2021-01-17 18:21:13.220427990,,,6492.0
2021-01-17 18:21:43.674728632,,,6626.0
2021-01-17 18:21:53.869920492,,,6659.0
2021-01-17 18:22:29.376633883,,,6735.0
2021-01-17 18:22:38.258868217,117131.0,,
2021-01-17 18:23:09.956238508,,,6890.0
2021-01-17 18:23:15.036424160,,,6901.0
2021-01-17 18:23:35.280147552,,,6975.0
2021-01-17 18:23:40.387773752,,,6992.0
2021-01-17 18:24:00.692391396,,,7060.0
2021-01-17 18:24:51.325292826,,,7246.0
2021-01-17 18:25:01.471593618,,,7272.0
2021-01-17 18:25:06.542908907,,,7275.0
2021-01-17 18:25:08.741114140,122817.0,,
2021-01-17 18:25:26.826867819,,,7272.0
2021-01-17 18:25:57.280433655,,,7303.0
2021-01-17 18:26:02.351272106,,,7319.0
2021-01-17 18:26:07.432575703,,,7347.0
2021-01-17 18:26:12.547102928,,,7343.0
2021-01-17 18:26:42.968986988,,,7443.0
2021-01-17 18:26:48.084961891,,,7443.0
2021-01-17 18:27:08.411445618,,,7534.0
2021-01-17 18:27:43.860646248,,,7651.0
2021-01-17 18:28:14.313601017,,,7587.0
2021-01-17 18:28:34.624889135,,,7617.0
2021-01-17 18:28:49.779553890,,,7684.0
2021-01-17 18:28:59.897148371,,,7739.0
2021-01-17 18:29:20.170531273,,,7763.0
2021-01-17 18:29:25.245416164,,,7765.0
2021-01-17 18:29:35.405980587,,,7768.0
2021-01-17 18:30:05.863780499,,,7747.0
2021-01-17 18:30:21.052538395,,,7750.0
2021-01-17 18:30:39.786692858,131349.0,,
2021-01-17 18:31:06.615845442,,,7851.0
2021-01-17 18:32:07.483407259,,,7898.0
2021-01-17 18:32:43.154053926,,,7906.0
2021-01-17 18:32:53.322170019,,,7903.0
2021-01-17 18:32:58.426624298,,,7900.0
2021-01-17 18:33:08.610206366,,,7919.0
2021-01-17 18:33:13.722957850,,,7927.0
2021-01-17 18:33:18.799687386,,,7920.0
2021-01-17 18:33:23.874202967,,,7901.0
2021-01-17 18:33:28.976428747,,,7940.0
2021-01-17 18:33:34.077193022,,,7960.0
2021-01-17 18:33:40.378918648,139029.0,,
2021-01-17 18:33:49.311873436,,,7970.0
2021-01-17 18:33:59.458692551,,,7963.0
2021-01-17 18:34:10.478288412,139485.0,,
2021-01-17 18:34:14.650056362,,,7982.0
2021-01-17 18:35:00.137457371,,,8054.0
2021-01-17 18:35:15.392429590,,,8094.0
2021-01-17 18:35:25.497991085,,,8102.0
2021-01-17 18:35:40.767268658,146151.0,,
2021-01-17 18:35:45.767967224,,,8113.0
2021-01-17 18:36:16.190356731,,,8154.0
2021-01-17 18:36:31.403599977,,,8200.0
2021-01-17 18:36:36.511326790,,,8270.0
2021-01-17 18:37:01.813637972,,,8237.0
2021-01-17 18:37:47.426042080,,,8193.0
2021-01-17 18:37:57.572165489,,,8204.0
2021-01-17 18:38:17.837941170,,,8207.0
2021-01-17 18:38:33.069474459,,,8228.0
2021-01-17 18:38:38.186733484,,,8241.0
2021-01-17 18:38:41.334686995,160132.0,,
2021-01-17 18:39:13.668341398,,,8328.0
2021-01-17 18:39:18.740430117,,,8363.0
2021-01-17 18:39:23.839247465,,,8391.0
2021-01-17 18:39:39.083078623,,,8495.0
2021-01-17 18:40:09.495756865,,,8609.0
2021-01-17 18:40:11.645310163,169856.0,,
2021-01-17 18:40:14.637255430,,,8629.0
2021-01-17 18:40:29.860333681,,,8699.0
2021-01-17 18:40:39.999641418,,,8724.0
2021-01-17 18:40:55.251100539,,,8704.0
2021-01-17 18:41:35.858620405,,,8727.0
2021-01-17 18:41:46.007998228,,,8761.0
2021-01-17 18:42:31.498114109,,,8891.0
2021-01-17 18:43:01.861337423,,,8949.0
2021-01-17 18:43:27.191180706,,,8936.0
2021-01-17 18:44:22.940587997,,,9004.0
2021-01-17 18:44:43.197754622,,,9060.0
2021-01-17 18:44:48.265496491,,,9104.0
2021-01-17 18:45:03.454008818,,,9176.0
2021-01-17 18:45:12.602561474,178107.0,,
2021-01-17 18:45:23.713641167,,,9243.0
2021-01-17 18:45:54.159050941,,,9432.0
2021-01-17 18:46:29.666858196,,,9438.0
2021-01-17 18:46:42.895495415,182108.0,,
2021-01-17 18:46:49.928303957,,,9478.0
2021-01-17 18:47:05.228703022,,,9530.0
2021-01-17 18:47:30.639729261,,,9657.0
2021-01-17 18:47:40.754510164,,,9718.0
2021-01-17 18:47:50.931050539,,,9742.0
2021-01-17 18:48:01.077486038,,,9732.0
2021-01-17 18:48:06.207682848,,,9732.0
2021-01-17 18:48:11.326848507,,,9731.0
2021-01-17 18:48:13.199388504,186153.0,,
2021-01-17 18:48:46.749654531,,,9900.0
2021-01-17 18:49:01.970419884,,,9997.0
2021-01-17 18:49:27.369074345,,,10081.0
2021-01-17 18:49:43.492810726,192831.0,,
2021-01-17 18:50:08.207064390,,,10255.0
2021-01-17 18:50:13.590451002,193484.0,,
2021-01-17 18:50:23.364217043,,,10288.0
2021-01-17 18:50:28.437414408,,,10290.0
2021-01-17 18:50:53.775881529,,,10286.0
2021-01-17 18:50:58.857748508,,,10295.0
2021-01-17 18:51:03.967607498,,,10301.0
2021-01-17 18:51:39.450985193,,,10427.0
2021-01-17 18:51:59.718853474,,,10496.0
2021-01-17 18:52:30.104599476,,,10571.0
2021-01-17 18:52:44.082613945,193260.0,,
2021-01-17 18:53:25.828148365,,,10650.0
2021-01-17 18:53:46.149967670,,,10763.0
2021-01-17 18:54:14.364302635,193325.0,,
2021-01-17 18:54:26.739894629,,,10828.0
2021-01-17 18:54:31.814094782,,,10861.0
2021-01-17 18:55:07.276119232,,,10923.0
2021-01-17 18:55:22.530369759,,,10899.0
2021-01-17 18:55:27.663089037,,,10894.0
