timestamp,Навальный LIVE,Соловьёв LIVE,Телеканал Дождь,Эхо Москвы
2020-12-22 06:00:15.236515522,,457.0,,
2020-12-22 06:00:20.312598944,,560.0,,
2020-12-22 06:00:25.381425858,,658.0,,
2020-12-22 06:00:30.453517914,,742.0,,
2020-12-22 06:00:35.527629374,,823.0,,
2020-12-22 06:00:40.603969336,,901.0,,
2020-12-22 06:00:45.681959629,,958.0,,
2020-12-22 06:00:50.758330584,,1011.0,,
2020-12-22 06:00:55.830131054,,1076.0,,
2020-12-22 06:01:00.905169964,,1120.0,,
2020-12-22 06:01:05.986191511,,1175.0,,
2020-12-22 06:01:11.059269428,,1233.0,,
2020-12-22 06:01:16.139792681,,1301.0,,
2020-12-22 06:01:21.225090027,,1344.0,,
2020-12-22 06:01:26.293572664,,1400.0,,
2020-12-22 06:01:31.352645397,,1466.0,,
2020-12-22 06:01:36.468308687,,1522.0,,
2020-12-22 06:01:41.536253451,,1562.0,,
2020-12-22 06:01:46.607322216,,1621.0,,
2020-12-22 06:01:51.676895618,,1684.0,,
2020-12-22 06:01:56.757062197,,1735.0,,
2020-12-22 06:02:01.830818653,,1848.0,,
2020-12-22 06:02:06.910607338,,1908.0,,
2020-12-22 06:02:11.986686230,,1908.0,,
2020-12-22 06:02:17.053411484,,1989.0,,
2020-12-22 06:02:22.120447159,,2030.0,,
2020-12-22 06:02:27.188475609,,2078.0,,
2020-12-22 06:02:32.297726870,,2123.0,,
2020-12-22 06:02:37.376166344,,2160.0,,
2020-12-22 06:02:42.444887400,,2196.0,,
2020-12-22 06:02:47.554907799,,2233.0,,
2020-12-22 06:02:52.626096964,,2278.0,,
2020-12-22 06:02:57.694635868,,2360.0,,
2020-12-22 06:03:02.808791399,,2420.0,,
2020-12-22 06:03:07.880329609,,2432.0,,
2020-12-22 06:03:18.021829367,,2498.0,,
2020-12-22 06:03:28.171614408,,2594.0,,
2020-12-22 06:03:33.240780354,,2631.0,,
2020-12-22 06:03:38.308854580,,2652.0,,
2020-12-22 06:03:43.378705978,,2705.0,,
2020-12-22 06:03:48.453569889,,2740.0,,
2020-12-22 06:03:53.528405428,,2776.0,,
2020-12-22 06:03:58.643521070,,2823.0,,
2020-12-22 06:04:03.743180990,,2871.0,,
2020-12-22 06:04:08.859858751,,2912.0,,
2020-12-22 06:04:13.969586611,,2967.0,,
2020-12-22 06:04:19.079359770,,3002.0,,
2020-12-22 06:04:24.182576895,,3036.0,,
2020-12-22 06:04:29.292140961,,3070.0,,
2020-12-22 06:04:39.436092854,,3131.0,,
2020-12-22 06:04:44.504707335,,3164.0,,
2020-12-22 06:04:49.573863506,,3208.0,,
2020-12-22 06:04:54.683282852,,3253.0,,
2020-12-22 06:04:59.798440456,,3296.0,,
2020-12-22 06:05:04.903496504,,3346.0,,
2020-12-22 06:05:10.001666307,,3405.0,,
2020-12-22 06:05:15.113936901,,3459.0,,
2020-12-22 06:05:18.266107321,,,,784.0
2020-12-22 06:05:20.222503901,,3501.0,,
2020-12-22 06:05:23.377205372,,,,550.0
2020-12-22 06:05:25.332913160,,3560.0,,
2020-12-22 06:05:28.453026772,,,,449.0
2020-12-22 06:05:30.403400898,,3592.0,,
2020-12-22 06:05:33.538697243,,,,594.0
2020-12-22 06:05:35.506283760,,3624.0,,
2020-12-22 06:05:38.612553835,,,,751.0
2020-12-22 06:05:40.577171564,,3673.0,,
2020-12-22 06:05:43.682711601,,,,806.0
2020-12-22 06:05:48.757726669,,,,886.0
2020-12-22 06:05:50.737075806,,3732.0,,
2020-12-22 06:05:53.838691235,,,,950.0
2020-12-22 06:05:55.810030222,,3832.0,,
2020-12-22 06:05:58.918533802,,,,972.0
2020-12-22 06:06:00.916778803,,3922.0,,
2020-12-22 06:06:04.011874914,,,,1006.0
2020-12-22 06:06:09.086338520,,,,1041.0
2020-12-22 06:06:11.096033096,,3995.0,,
2020-12-22 06:06:14.160422087,,,,1077.0
2020-12-22 06:06:16.199389935,,4029.0,,
2020-12-22 06:06:19.236571789,,,,1119.0
2020-12-22 06:06:21.279111624,,4081.0,,
2020-12-22 06:06:24.307827473,,,,1162.0
2020-12-22 06:06:26.389791012,,4137.0,,
2020-12-22 06:06:29.383015394,,,,1196.0
2020-12-22 06:06:31.457278490,,4182.0,,
2020-12-22 06:06:34.453423023,,,,1225.0
2020-12-22 06:06:36.526813506,,4314.0,,
2020-12-22 06:06:39.522655249,,,,1266.0
2020-12-22 06:06:41.596236706,,4314.0,,
2020-12-22 06:06:44.590685606,,,,1308.0
2020-12-22 06:06:49.666621208,,,,1340.0
2020-12-22 06:06:51.733535051,,4465.0,,
2020-12-22 06:06:59.816231251,,,,1420.0
2020-12-22 06:07:01.871109486,,4515.0,,
2020-12-22 06:07:04.935808182,,,,1457.0
