timestamp,Эхо Москвы
2020-11-22 18:01:07.443469286,631
2020-11-22 18:01:12.596071482,513
2020-11-22 18:01:17.751167297,513
2020-11-22 18:01:22.905842543,677
2020-11-22 18:01:28.060076475,747
2020-11-22 18:01:33.215810061,826
2020-11-22 18:01:38.389108896,890
2020-11-22 18:01:43.549016237,926
2020-11-22 18:01:48.714363337,961
2020-11-22 18:01:53.873333931,1020
2020-11-22 18:01:59.018836021,1063
2020-11-22 18:02:04.198066473,1098
2020-11-22 18:02:09.361643076,1143
2020-11-22 18:02:14.520561218,1188
2020-11-22 18:02:19.671111822,1224
2020-11-22 18:02:24.822324514,1252
2020-11-22 18:02:29.980985641,1283
2020-11-22 18:02:35.124693871,1325
2020-11-22 18:02:40.300655365,1349
2020-11-22 18:02:45.455218554,1388
2020-11-22 18:02:50.608343840,1426
2020-11-22 18:02:55.755486012,1455
2020-11-22 18:03:00.911371469,1471
2020-11-22 18:03:06.063739300,1494
2020-11-22 18:03:11.222578764,1530
2020-11-22 18:03:16.370683670,1544
2020-11-22 18:03:21.524947405,1588
2020-11-22 18:03:26.673512220,1617
2020-11-22 18:03:31.817357063,1634
2020-11-22 18:03:36.967723846,1668
2020-11-22 18:03:42.136906147,1710
2020-11-22 18:03:47.289951086,1743
2020-11-22 18:03:52.438230991,1765
2020-11-22 18:03:57.591114521,1791
2020-11-22 18:04:02.729244709,1817
2020-11-22 18:04:07.894590139,1817
2020-11-22 18:04:13.039890528,1873
2020-11-22 18:04:18.193620443,1903
2020-11-22 18:04:23.337567091,1922
2020-11-22 18:04:28.491363525,1951
2020-11-22 18:04:33.657421589,1980
2020-11-22 18:04:38.817600965,1993
2020-11-22 18:04:43.968875647,2031
2020-11-22 18:04:49.137731075,2066
2020-11-22 18:04:54.291267157,2093
2020-11-22 18:04:59.442462206,2118
2020-11-22 18:05:04.592648506,2140
2020-11-22 18:05:09.737982988,2165
2020-11-22 18:05:14.883006334,2189
2020-11-22 18:05:20.029459000,2218
2020-11-22 18:05:25.195562601,2250
2020-11-22 18:05:30.340863228,2284
2020-11-22 18:05:35.502474070,2308
2020-11-22 18:05:40.664780617,2342
2020-11-22 18:05:45.810060501,2390
2020-11-22 18:05:50.958310843,2421
2020-11-22 18:05:56.116856337,2446
2020-11-22 18:06:01.267083644,2489
2020-11-22 18:06:06.419356346,2528
2020-11-22 18:06:11.569178581,2559
2020-11-22 18:06:16.921714067,2606
2020-11-22 18:06:22.091352463,2690
2020-11-22 18:06:27.351509571,2745
2020-11-22 18:06:32.487590313,2778
2020-11-22 18:06:37.632904530,2819
2020-11-22 18:06:42.789585590,2868
2020-11-22 18:06:47.945616484,2906
2020-11-22 18:06:53.094959259,2930
2020-11-22 18:06:58.247684717,2980
2020-11-22 18:07:03.414910555,2995
2020-11-22 18:07:08.560938358,3025
2020-11-22 18:07:13.709515810,3063
2020-11-22 18:07:18.857156515,3090
2020-11-22 18:07:24.005266905,3123
2020-11-22 18:07:29.160531044,3177
2020-11-22 18:07:34.309804201,3197
2020-11-22 18:07:39.459935188,3218
2020-11-22 18:07:44.620902061,3260
2020-11-22 18:07:49.776749134,3300
2020-11-22 18:07:54.929290771,3324
2020-11-22 18:08:00.083342552,3373
2020-11-22 18:08:05.240043879,3396
2020-11-22 18:08:10.387855768,3428
2020-11-22 18:08:15.549910545,3477
2020-11-22 18:08:20.698369503,3501
2020-11-22 18:08:25.849013567,3523
2020-11-22 18:08:30.997014523,3564
2020-11-22 18:08:36.161663771,3596
2020-11-22 18:08:41.338077068,3623
2020-11-22 18:08:46.488359213,3670
2020-11-22 18:08:51.635175705,3706
2020-11-22 18:08:56.791087389,3719
2020-11-22 18:09:01.939795256,3747
2020-11-22 18:09:07.100321531,3777
2020-11-22 18:09:12.252819777,3815
2020-11-22 18:09:17.406955957,3839
2020-11-22 18:09:22.554354668,3866
2020-11-22 18:09:27.760069609,3866
2020-11-22 18:09:32.917525530,3920
2020-11-22 18:09:38.086471796,3960
2020-11-22 18:09:43.249212503,3997
2020-11-22 18:09:48.391588449,4015
2020-11-22 18:09:53.545775175,4038
2020-11-22 18:09:58.692914963,4076
2020-11-22 18:10:03.863537550,4091
2020-11-22 18:10:09.022845268,4103
2020-11-22 18:10:14.174978495,4150
2020-11-22 18:10:19.322638750,4169
2020-11-22 18:10:24.478736401,4175
2020-11-22 18:10:29.633393526,4201
2020-11-22 18:10:34.780509233,4225
2020-11-22 18:10:39.843987465,4221
2020-11-22 18:10:44.910367966,4251
2020-11-22 18:10:50.092099905,4272
2020-11-22 18:10:55.155137539,4287
2020-11-22 18:11:00.308894634,4337
2020-11-22 18:11:05.387164116,4364
2020-11-22 18:11:10.543403864,4377
2020-11-22 18:11:15.696795225,4412
2020-11-22 18:11:20.863965511,4435
2020-11-22 18:11:25.930541277,4448
2020-11-22 18:11:31.004973412,4486
2020-11-22 18:11:36.154987335,4512
2020-11-22 18:11:41.309684753,4520
2020-11-22 18:11:46.382375479,4552
2020-11-22 18:11:51.537533998,4569
2020-11-22 18:11:56.609057426,4583
2020-11-22 18:12:01.677953243,4630
2020-11-22 18:12:06.831630707,4630
2020-11-22 18:12:11.899836540,4662
2020-11-22 18:12:16.974747419,4677
2020-11-22 18:12:22.052484512,4677
2020-11-22 18:12:27.153310061,4689
2020-11-22 18:12:32.233987808,4732
2020-11-22 18:12:37.297683477,4735
2020-11-22 18:12:42.366874218,4758
2020-11-22 18:12:47.438969374,4762
2020-11-22 18:12:52.527532101,4770
2020-11-22 18:12:57.619764566,4817
2020-11-22 18:13:02.698853493,4820
2020-11-22 18:13:07.780991316,4810
2020-11-22 18:13:12.846444607,4826
2020-11-22 18:13:17.928604603,4838
2020-11-22 18:13:23.007273197,4849
2020-11-22 18:13:28.094638586,4876
2020-11-22 18:13:33.184001446,4886
2020-11-22 18:13:38.263222218,4878
2020-11-22 18:13:43.350986958,4903
2020-11-22 18:13:48.417018652,4913
2020-11-22 18:13:53.487109184,4927
2020-11-22 18:13:58.768590927,4937
2020-11-22 18:14:03.852415323,4939
2020-11-22 18:14:08.927472353,4940
2020-11-22 18:14:14.004137278,4971
2020-11-22 18:14:19.088829279,4983
2020-11-22 18:14:24.169050932,4980
2020-11-22 18:14:29.249037981,5008
2020-11-22 18:14:34.334716320,5024
2020-11-22 18:14:39.418155193,5022
2020-11-22 18:14:44.491351128,5052
2020-11-22 18:14:49.571109772,5070
2020-11-22 18:14:54.635853291,5083
2020-11-22 18:14:59.707339048,5113
2020-11-22 18:15:04.775664091,5121
2020-11-22 18:15:09.875214338,5131
2020-11-22 18:15:14.960088491,5153
2020-11-22 18:15:20.050148249,5175
2020-11-22 18:15:25.136544466,5183
2020-11-22 18:15:30.209720612,5213
2020-11-22 18:15:35.282359838,5235
2020-11-22 18:15:40.356598139,5260
2020-11-22 18:15:45.432520390,5291
2020-11-22 18:15:50.501664161,5318
2020-11-22 18:15:55.577147961,5330
2020-11-22 18:16:00.654566288,5349
2020-11-22 18:16:05.734060049,5372
2020-11-22 18:16:10.807516813,5390
2020-11-22 18:16:15.898925543,5408
2020-11-22 18:16:21.055490494,5424
2020-11-22 18:16:26.214127541,5424
2020-11-22 18:16:31.376019955,5434
2020-11-22 18:16:36.453195572,5452
2020-11-22 18:16:41.535819053,5455
2020-11-22 18:16:46.616728544,5491
2020-11-22 18:16:51.775476456,5503
2020-11-22 18:16:56.932709455,5531
2020-11-22 18:17:02.080050468,5550
2020-11-22 18:17:07.236240387,5552
2020-11-22 18:17:12.388689995,5595
2020-11-22 18:17:17.545459986,5609
2020-11-22 18:17:22.695959806,5603
2020-11-22 18:17:27.851614475,5616
2020-11-22 18:17:33.000669479,5617
2020-11-22 18:17:38.145447493,5645
2020-11-22 18:17:43.288414478,5645
2020-11-22 18:17:48.446730614,5666
2020-11-22 18:17:53.592002630,5666
2020-11-22 18:17:58.740708590,5689
2020-11-22 18:18:03.895402670,5706
2020-11-22 18:18:09.047890902,5718
2020-11-22 18:18:14.198251247,5746
2020-11-22 18:18:19.358441830,5758
2020-11-22 18:18:24.511286020,5754
2020-11-22 18:18:29.663243055,5786
2020-11-22 18:18:34.808178902,5803
2020-11-22 18:18:39.953565121,5805
2020-11-22 18:18:45.101129770,5828
2020-11-22 18:18:50.249230623,5859
2020-11-22 18:18:55.398457050,5860
2020-11-22 18:19:00.543266773,5891
2020-11-22 18:19:05.695391893,5912
2020-11-22 18:19:10.839704514,5919
2020-11-22 18:19:15.987473249,5947
2020-11-22 18:19:21.151618242,5966
2020-11-22 18:19:26.302836418,5982
2020-11-22 18:19:31.457454681,6021
2020-11-22 18:19:36.683706999,6033
2020-11-22 18:19:41.826989174,6043
2020-11-22 18:19:46.986246586,6043
2020-11-22 18:19:52.135523319,6065
2020-11-22 18:19:57.292892933,6118
2020-11-22 18:20:02.441735506,6132
2020-11-22 18:20:07.602609158,6144
2020-11-22 18:20:12.758090496,6176
2020-11-22 18:20:17.909906387,6190
2020-11-22 18:20:23.061457396,6203
2020-11-22 18:20:28.221167803,6203
2020-11-22 18:20:33.374657393,6252
2020-11-22 18:20:38.531221151,6266
2020-11-22 18:20:43.682299376,6289
2020-11-22 18:20:48.836374521,6308
2020-11-22 18:20:53.990651608,6326
2020-11-22 18:20:59.150519609,6368
2020-11-22 18:21:04.304402590,6367
2020-11-22 18:21:09.448728800,6347
2020-11-22 18:21:14.603550911,6366
2020-11-22 18:21:19.755069256,6388
2020-11-22 18:21:24.905518532,6393
2020-11-22 18:21:30.095125914,6402
2020-11-22 18:21:35.266416072,6419
2020-11-22 18:21:40.432856798,6412
2020-11-22 18:21:45.573036432,6423
2020-11-22 18:21:50.722935438,6453
2020-11-22 18:21:55.877318621,6467
2020-11-22 18:22:01.048565149,6491
2020-11-22 18:22:06.208950996,6515
2020-11-22 18:22:11.370785952,6522
2020-11-22 18:22:16.525980949,6543
2020-11-22 18:22:21.687653780,6576
2020-11-22 18:22:26.843747377,6563
2020-11-22 18:22:31.990345478,6575
2020-11-22 18:22:37.160319805,6605
2020-11-22 18:22:42.320623398,6621
2020-11-22 18:22:47.469125032,6647
2020-11-22 18:22:52.617390156,6658
2020-11-22 18:22:57.758754730,6658
2020-11-22 18:23:02.913515806,6711
2020-11-22 18:23:08.059996128,6711
2020-11-22 18:23:13.222212553,6729
2020-11-22 18:23:18.378666401,6747
2020-11-22 18:23:23.533577918,6742
2020-11-22 18:23:28.719744921,6750
2020-11-22 18:23:33.862843275,6769
2020-11-22 18:23:39.012362480,6751
2020-11-22 18:23:44.172287464,6760
2020-11-22 18:23:49.327832460,6772
2020-11-22 18:23:54.497051477,6761
2020-11-22 18:23:59.638035059,6781
2020-11-22 18:24:04.793470621,6817
2020-11-22 18:24:09.941986799,6819
2020-11-22 18:24:15.099002838,6845
2020-11-22 18:24:20.255883217,6872
2020-11-22 18:24:25.455803633,6872
2020-11-22 18:24:30.612198114,6888
2020-11-22 18:24:35.777885914,6905
2020-11-22 18:24:40.924719810,6897
2020-11-22 18:24:46.088542938,6920
2020-11-22 18:24:51.247253418,6944
2020-11-22 18:24:56.399506330,6922
2020-11-22 18:25:01.558624029,6928
2020-11-22 18:25:06.710773230,6954
2020-11-22 18:25:11.855636835,6962
2020-11-22 18:25:16.999357462,6978
2020-11-22 18:25:22.159931421,7005
2020-11-22 18:25:27.308997154,7012
2020-11-22 18:25:32.465289116,7012
2020-11-22 18:25:37.615227461,7033
2020-11-22 18:25:42.760400534,7034
2020-11-22 18:25:47.901440382,7056
2020-11-22 18:25:53.050420523,7069
2020-11-22 18:25:58.216982841,7079
2020-11-22 18:26:03.354688168,7105
2020-11-22 18:26:08.506021500,7105
2020-11-22 18:26:13.716188192,7130
2020-11-22 18:26:18.866495609,7162
2020-11-22 18:26:24.032980680,7152
2020-11-22 18:26:29.183009863,7152
2020-11-22 18:26:34.340281487,7170
2020-11-22 18:26:39.486792803,7145
2020-11-22 18:26:44.640392542,7156
2020-11-22 18:26:49.792787552,7167
2020-11-22 18:26:54.948740005,7160
2020-11-22 18:27:00.110671759,7160
2020-11-22 18:27:05.263906479,7155
