timestamp,Соловьёв LIVE,Эхо Москвы
2020-11-07 11:06:11.448315382,,1224.0
2020-11-07 11:06:16.531131506,,1413.0
2020-11-07 11:06:21.593098164,,1413.0
2020-11-07 11:06:26.659871578,,1559.0
2020-11-07 11:06:31.716949463,,1559.0
2020-11-07 11:06:36.781162500,,1697.0
2020-11-07 11:06:41.848806381,,1759.0
2020-11-07 11:06:46.919698000,,1759.0
2020-11-07 11:06:51.982372761,,1888.0
2020-11-07 11:06:57.058124304,,1888.0
2020-11-07 11:07:02.127818823,,2003.0
2020-11-07 11:07:07.193264246,,2003.0
2020-11-07 11:07:12.264106512,,2085.0
2020-11-07 11:07:17.338693857,,2155.0
2020-11-07 11:07:22.397521973,,2210.0
2020-11-07 11:07:27.458963156,,2266.0
2020-11-07 11:07:32.530748844,,2313.0
2020-11-07 11:07:37.595836878,,2359.0
2020-11-07 11:07:42.666275501,,2395.0
2020-11-07 11:07:47.739438534,,2447.0
2020-11-07 11:07:52.801707029,,2484.0
2020-11-07 11:07:57.862195492,,2526.0
2020-11-07 11:08:02.928969860,,2581.0
2020-11-07 11:08:08.008265494,,2632.0
2020-11-07 11:08:13.083901644,,2693.0
2020-11-07 11:08:18.158769608,,2736.0
2020-11-07 11:08:23.241037607,,2777.0
2020-11-07 11:08:28.309602737,,2800.0
2020-11-07 11:08:33.378376722,,2837.0
2020-11-07 11:08:38.438827991,,2877.0
2020-11-07 11:08:43.508419752,,2910.0
2020-11-07 11:08:48.573885441,,2934.0
2020-11-07 11:08:53.641827345,,2962.0
2020-11-07 11:08:58.726093054,,2999.0
2020-11-07 11:09:03.804426670,,3033.0
2020-11-07 11:09:08.872197390,,3073.0
2020-11-07 11:09:13.935069799,,3114.0
2020-11-07 11:09:18.996917248,,3139.0
2020-11-07 11:09:24.064239264,,3161.0
2020-11-07 11:09:29.138300657,,3192.0
2020-11-07 11:09:34.205239296,,3226.0
2020-11-07 11:09:39.267376184,,3263.0
2020-11-07 11:09:44.351157427,,3278.0
2020-11-07 11:09:49.410207510,,3305.0
2020-11-07 11:09:54.483614922,,3332.0
2020-11-07 11:09:59.561556101,,3358.0
2020-11-07 11:10:04.620998383,,3384.0
2020-11-07 11:10:09.693541288,,3416.0
2020-11-07 11:10:14.760280132,,3444.0
2020-11-07 11:10:19.829351902,,3473.0
2020-11-07 11:10:24.893780231,,3509.0
2020-11-07 11:10:29.963527441,,3537.0
2020-11-07 11:10:35.036096573,,3568.0
2020-11-07 11:10:40.116172552,,3592.0
2020-11-07 11:10:45.211335659,,3620.0
2020-11-07 11:10:50.277230740,,3646.0
2020-11-07 11:10:55.343648434,,3671.0
2020-11-07 11:11:00.406298161,,3697.0
2020-11-07 11:11:05.488653421,,3729.0
2020-11-07 11:11:10.556580544,,3767.0
2020-11-07 11:11:15.632984877,,3803.0
2020-11-07 11:11:20.727102757,,3837.0
2020-11-07 11:11:25.788349390,,3878.0
2020-11-07 11:11:30.846216202,,3907.0
2020-11-07 11:11:35.916417837,,3933.0
2020-11-07 11:11:40.979055405,,3973.0
2020-11-07 11:11:46.060577869,,4013.0
2020-11-07 11:11:51.132615328,,4032.0
2020-11-07 11:11:56.200239182,,4071.0
2020-11-07 11:12:01.272251606,,4112.0
2020-11-07 11:12:06.330462456,,4138.0
2020-11-07 11:12:11.390813589,,4167.0
2020-11-07 11:12:16.461985111,,4227.0
2020-11-07 11:12:21.534733295,,4227.0
2020-11-07 11:12:26.598746538,,4250.0
2020-11-07 11:12:31.658030510,,4291.0
2020-11-07 11:12:36.724972248,,4332.0
2020-11-07 11:12:41.788783550,,4354.0
2020-11-07 11:12:46.853190422,,4376.0
2020-11-07 11:12:51.929975033,,4376.0
2020-11-07 11:12:57.012999296,,4433.0
2020-11-07 11:13:02.074426889,,4433.0
2020-11-07 11:13:07.130516291,,4485.0
2020-11-07 11:13:12.188817501,,4485.0
2020-11-07 11:13:17.259039401,,4533.0
2020-11-07 11:13:22.320676565,,4556.0
2020-11-07 11:13:27.399237394,,4581.0
2020-11-07 11:13:32.469314814,,4612.0
2020-11-07 11:13:37.536332369,,4642.0
2020-11-07 11:13:42.601575613,,4664.0
2020-11-07 11:13:47.656628847,,4704.0
2020-11-07 11:13:52.731692553,,4734.0
2020-11-07 11:13:57.806191921,,4751.0
2020-11-07 11:14:02.880731344,,4764.0
2020-11-07 11:14:07.944614172,,4790.0
2020-11-07 11:14:13.018747091,,4816.0
2020-11-07 11:14:18.085281372,,4843.0
2020-11-07 11:14:23.163362503,,4858.0
2020-11-07 11:14:28.223063469,,4880.0
2020-11-07 11:14:33.297000647,,4905.0
2020-11-07 11:14:38.363815308,,4933.0
2020-11-07 11:14:43.429804564,,4960.0
2020-11-07 11:14:48.489309549,,4972.0
2020-11-07 11:14:53.559261799,,4989.0
2020-11-07 11:14:58.626385212,,5011.0
2020-11-07 11:15:03.703750849,,5042.0
2020-11-07 11:15:08.788676023,,5068.0
2020-11-07 11:15:13.857935905,,5089.0
2020-11-07 11:15:18.924985886,,5105.0
2020-11-07 11:15:23.996842861,,5119.0
2020-11-07 11:15:29.078901529,,5157.0
