timestamp,Соловьёв LIVE,Телеканал Дождь,Эхо Москвы
2020-12-18 06:06:16.463295460,,,319.0
2020-12-18 06:06:21.535815477,,,369.0
2020-12-18 06:06:26.612375498,,,403.0
2020-12-18 06:06:31.681747437,,,435.0
2020-12-18 06:06:36.781895399,,,480.0
2020-12-18 06:06:41.852617502,,,502.0
2020-12-18 06:06:46.933081388,,,539.0
2020-12-18 06:06:52.013432980,,,557.0
2020-12-18 06:06:57.083673239,,,580.0
2020-12-18 06:07:02.146662474,,,580.0
2020-12-18 06:07:07.217560768,,,624.0
2020-12-18 06:07:12.291790009,,,624.0
2020-12-18 06:07:17.369657755,,,659.0
2020-12-18 06:07:22.459447384,,,678.0
2020-12-18 06:07:27.528493881,,,701.0
2020-12-18 06:07:37.672369242,,,742.0
2020-12-18 06:07:42.752365828,,,769.0
2020-12-18 06:07:47.822113276,,,793.0
2020-12-18 06:07:52.907180071,,,815.0
2020-12-18 06:07:57.986343622,,,823.0
2020-12-18 06:08:03.057865381,,,841.0
2020-12-18 06:08:08.127233982,,,859.0
2020-12-18 06:08:13.202951908,,,875.0
2020-12-18 06:08:18.274542570,,,887.0
2020-12-18 06:08:23.344794035,,,897.0
2020-12-18 06:08:28.448200703,,,917.0
2020-12-18 06:08:33.523553610,,,934.0
2020-12-18 06:08:38.596558809,,,943.0
2020-12-18 06:08:43.678282976,,,956.0
2020-12-18 06:08:48.751400709,,,987.0
2020-12-18 06:08:53.816904783,,,1036.0
2020-12-18 06:08:58.897287607,,,1036.0
2020-12-18 06:09:03.976665974,,,1046.0
2020-12-18 06:09:14.122800589,,,1071.0
2020-12-18 06:09:19.198547125,,,1082.0
2020-12-18 06:09:24.273699284,,,1095.0
2020-12-18 06:09:29.343935490,,,1099.0
2020-12-18 06:09:39.480689764,,,1133.0
2020-12-18 06:09:44.555041313,,,1152.0
2020-12-18 06:09:49.632305145,,,1171.0
2020-12-18 06:09:54.709869862,,,1190.0
2020-12-18 06:09:59.784213543,,,1205.0
2020-12-18 06:10:04.854775190,,,1215.0
2020-12-18 06:10:09.938983679,,,1222.0
2020-12-18 06:10:15.012917519,,,1234.0
2020-12-18 06:10:20.085567951,,,1247.0
2020-12-18 06:10:25.155599356,,,1264.0
2020-12-18 06:10:30.239577293,,,1274.0
2020-12-18 06:10:35.308944464,,,1292.0
2020-12-18 06:10:40.399991035,,,1305.0
2020-12-18 06:10:45.471263409,,,1319.0
2020-12-18 06:10:50.547013998,,,1328.0
2020-12-18 06:10:55.612987757,,,1330.0
2020-12-18 06:11:00.698261261,,,1335.0
2020-12-18 06:11:05.766699314,,,1343.0
2020-12-18 06:11:10.843212605,,,1368.0
2020-12-18 06:11:15.926309586,,,1390.0
2020-12-18 06:11:20.995296717,,,1403.0
2020-12-18 06:11:26.080432892,,,1434.0
2020-12-18 06:11:31.154809952,,,1450.0
2020-12-18 06:11:36.228210449,,,1460.0
2020-12-18 06:11:41.297726631,,,1476.0
2020-12-18 06:11:46.380314350,,,1489.0
2020-12-18 06:11:51.455146074,,,1525.0
2020-12-18 06:11:56.527896404,,,1563.0
2020-12-18 06:12:01.597644567,,,1587.0
2020-12-18 06:12:06.696942568,,,1574.0
2020-12-18 06:12:11.768487453,,,1595.0
