timestamp,Телеканал Дождь,Эхо Москвы
2020-11-08 13:31:16.655655384,1100.0,
2020-11-08 13:31:21.741857290,1005.0,
2020-11-08 13:31:26.812771320,992.0,
2020-11-08 13:31:31.882310629,1151.0,
2020-11-08 13:31:36.954686880,1370.0,
2020-11-08 13:31:42.015513420,1795.0,
2020-11-08 13:31:47.098093510,1795.0,
2020-11-08 13:31:52.167209864,1995.0,
2020-11-08 13:31:57.244042158,2142.0,
2020-11-08 13:32:02.323292732,2364.0,
2020-11-08 13:32:07.406547546,2476.0,
2020-11-08 13:32:12.478936911,2476.0,
2020-11-08 13:32:17.545261621,2636.0,
2020-11-08 13:32:22.622499466,2706.0,
2020-11-08 13:32:27.689250469,2777.0,
2020-11-08 13:32:32.765518188,2777.0,
2020-11-08 13:32:37.831560612,2846.0,
2020-11-08 13:32:42.893236637,2953.0,
2020-11-08 13:32:47.957838535,3043.0,
2020-11-08 13:32:53.020847559,3106.0,
2020-11-08 13:32:58.092374802,3161.0,
2020-11-08 13:33:03.159302950,3197.0,
2020-11-08 13:33:08.220385790,3247.0,
2020-11-08 13:33:13.290998459,3312.0,
2020-11-08 13:33:18.362205505,3410.0,
2020-11-08 13:33:23.421090126,3494.0,
2020-11-08 13:33:28.493518591,3602.0,
2020-11-08 13:33:33.557736635,3652.0,
2020-11-08 13:33:38.621137381,3714.0,
2020-11-08 13:33:43.679149151,3780.0,
2020-11-08 13:33:48.750796556,3852.0,
2020-11-08 13:33:53.813412428,3932.0,
2020-11-08 13:33:58.880521297,3973.0,
2020-11-08 13:34:03.954175234,4057.0,
2020-11-08 13:34:09.026759863,4113.0,
2020-11-08 13:34:14.102947950,4148.0,
2020-11-08 13:34:19.183003426,4213.0,
2020-11-08 13:34:24.257183074,4301.0,
2020-11-08 13:34:29.318538189,4372.0,
2020-11-08 13:34:34.397623539,4442.0,
2020-11-08 13:34:39.468385935,4494.0,
2020-11-08 13:34:44.537408590,4568.0,
2020-11-08 13:34:49.608166695,4677.0,
2020-11-08 13:34:54.675841331,4778.0,
2020-11-08 13:34:59.737922668,4888.0,
2020-11-08 13:35:04.805442095,5004.0,
2020-11-08 13:35:09.872736931,5078.0,
2020-11-08 13:35:14.940131187,5175.0,
2020-11-08 13:35:20.002339840,5292.0,
2020-11-08 13:35:25.076198816,5385.0,
2020-11-08 13:35:30.146376848,5518.0,
2020-11-08 13:35:35.221448898,5614.0,
2020-11-08 13:35:40.287683249,5697.0,
2020-11-08 13:35:45.357311487,5798.0,
2020-11-08 13:35:50.423503399,5897.0,
2020-11-08 13:35:55.492476225,5974.0,
2020-11-08 13:36:00.557299376,6019.0,
2020-11-08 13:36:05.621463776,6087.0,
2020-11-08 13:36:10.685543776,6176.0,
2020-11-08 13:36:15.755383015,6249.0,
2020-11-08 13:36:20.833198547,6306.0,
2020-11-08 13:36:25.904634714,6384.0,
2020-11-08 13:36:30.978926659,6468.0,
2020-11-08 13:36:36.036965370,6544.0,
2020-11-08 13:36:41.103090763,6611.0,
2020-11-08 13:36:46.173646688,6660.0,
2020-11-08 13:36:51.258237600,6738.0,
2020-11-08 13:36:56.324648857,6824.0,
2020-11-08 13:37:01.395428658,6909.0,
2020-11-08 13:37:06.468845606,7039.0,
2020-11-08 13:37:11.538351059,7090.0,
2020-11-08 13:37:16.599709988,7234.0,
2020-11-08 13:37:21.665510893,7385.0,
2020-11-08 13:37:26.750665426,7516.0,
2020-11-08 13:37:31.824742794,7596.0,
2020-11-08 13:37:36.890507221,7701.0,
2020-11-08 13:37:41.957427502,7826.0,
2020-11-08 13:37:47.027300596,7954.0,
2020-11-08 13:37:52.098974466,8066.0,
2020-11-08 13:37:57.164244413,8190.0,
2020-11-08 13:38:02.230719566,8274.0,
2020-11-08 13:38:07.285116911,8391.0,
2020-11-08 13:38:12.363723755,8531.0,
2020-11-08 13:38:17.427637339,8706.0,
2020-11-08 13:38:22.499208927,8794.0,
2020-11-08 13:38:27.558210611,8794.0,
2020-11-08 13:38:32.621525764,8998.0,
2020-11-08 13:38:37.691605091,9108.0,
2020-11-08 13:38:42.751444578,9108.0,
2020-11-08 13:38:47.810530186,9313.0,
2020-11-08 13:38:52.892631769,9313.0,
2020-11-08 13:38:57.954560757,9470.0,
2020-11-08 13:39:03.016132115,9537.0,
2020-11-08 13:39:08.088663101,9586.0,
2020-11-08 13:39:13.157695293,9641.0,
2020-11-08 13:39:18.215567589,9729.0,
2020-11-08 13:39:23.278055191,9798.0,
2020-11-08 13:39:28.338793039,9911.0,
2020-11-08 13:39:33.400797367,9955.0,
2020-11-08 13:39:38.461912632,9999.0,
2020-11-08 13:39:43.534688234,10053.0,
2020-11-08 13:39:48.628041506,10122.0,
2020-11-08 13:39:53.695692062,10162.0,
2020-11-08 13:39:58.760333538,10200.0,
2020-11-08 13:40:03.835693598,10243.0,
2020-11-08 13:40:08.902985811,10295.0,
2020-11-08 13:40:13.971791506,10357.0,
2020-11-08 13:40:19.041494608,10414.0,
2020-11-08 13:40:24.099891186,10513.0,
