timestamp,Эхо Москвы
2020-12-19 11:06:13.529475927,592
2020-12-19 11:06:18.632655382,768
2020-12-19 11:06:23.717243910,928
2020-12-19 11:06:28.827656746,928
2020-12-19 11:06:33.893107414,1254
2020-12-19 11:06:38.998985052,1374
2020-12-19 11:06:44.072535992,1470
2020-12-19 11:06:49.185499907,1514
2020-12-19 11:06:54.253120661,1585
2020-12-19 11:06:59.321562529,1664
2020-12-19 11:07:04.389518023,1712
2020-12-19 11:07:14.569932222,1848
2020-12-19 11:07:19.679569244,1923
2020-12-19 11:07:24.742977858,1983
2020-12-19 11:07:29.847795010,2027
2020-12-19 11:07:39.950885057,2128
2020-12-19 11:07:45.018240213,2179
2020-12-19 11:07:50.095386028,2218
2020-12-19 11:07:55.201600552,2297
2020-12-19 11:08:00.304944992,2401
2020-12-19 11:08:05.423824072,2449
2020-12-19 11:08:10.536699295,2478
2020-12-19 11:08:15.652631760,2518
2020-12-19 11:08:20.771357298,2556
2020-12-19 11:08:25.897787571,2593
2020-12-19 11:08:30.968459606,2639
2020-12-19 11:08:36.084057093,2664
2020-12-19 11:08:41.151236773,2684
2020-12-19 11:08:46.212743521,2714
2020-12-19 11:08:51.287492037,2762
2020-12-19 11:08:56.403437614,2812
2020-12-19 11:09:01.502040147,2869
2020-12-19 11:09:06.617812395,2916
2020-12-19 11:09:11.684844494,2956
2020-12-19 11:09:16.795284510,3013
2020-12-19 11:09:21.905759811,3053
2020-12-19 11:09:27.013922453,3074
2020-12-19 11:09:32.121343851,3109
2020-12-19 11:09:37.229905367,3140
2020-12-19 11:09:42.301575899,3191
2020-12-19 11:09:47.408936977,3282
2020-12-19 11:09:52.523656845,3310
2020-12-19 11:09:57.639252901,3350
2020-12-19 11:10:02.746112585,3386
2020-12-19 11:10:12.897982121,3451
2020-12-19 11:10:17.968931437,3498
2020-12-19 11:10:23.082097054,3498
2020-12-19 11:10:28.189065456,3563
2020-12-19 11:10:33.262721062,3599
2020-12-19 11:10:38.373731375,3628
2020-12-19 11:10:43.483316898,3657
2020-12-19 11:10:48.555958986,3681
2020-12-19 11:10:58.733425140,3790
2020-12-19 11:11:03.846798420,3819
2020-12-19 11:11:08.967342615,3828
2020-12-19 11:11:14.083588123,3858
2020-12-19 11:11:19.151406050,3878
2020-12-19 11:11:24.265876532,3907
2020-12-19 11:11:29.370609522,3936
2020-12-19 11:11:34.438856125,3960
2020-12-19 11:11:39.503070593,3979
2020-12-19 11:11:44.568550825,4007
2020-12-19 11:11:49.642305374,4024
2020-12-19 11:11:54.748784542,4041
2020-12-19 11:11:59.825513601,4081
2020-12-19 11:12:05.184823513,4111
2020-12-19 11:12:10.289858580,4143
2020-12-19 11:12:15.363956928,4169
2020-12-19 11:12:20.478870392,4201
2020-12-19 11:12:25.592134237,4230
2020-12-19 11:12:30.705558538,4256
2020-12-19 11:12:35.815190077,4276
2020-12-19 11:12:40.920833588,4305
2020-12-19 11:12:46.026235580,4339
2020-12-19 11:12:51.136967897,4372
2020-12-19 11:12:56.249665976,4411
2020-12-19 11:13:01.344720602,4452
2020-12-19 11:13:06.466210604,4488
2020-12-19 11:13:11.580660820,4502
2020-12-19 11:13:16.654203892,4531
2020-12-19 11:13:21.723468065,4567
2020-12-19 11:13:31.910860062,4621
2020-12-19 11:13:36.988209009,4645
2020-12-19 11:13:42.068115473,4673
2020-12-19 11:13:47.175482512,4691
2020-12-19 11:13:52.254646062,4752
2020-12-19 11:13:57.330388546,4818
2020-12-19 11:14:02.400817156,4818
2020-12-19 11:14:07.511038780,4836
2020-12-19 11:14:12.611638784,4847
2020-12-19 11:14:17.720708609,4915
2020-12-19 11:14:22.847440720,4915
2020-12-19 11:14:27.922389984,4943
2020-12-19 11:14:33.010172129,4966
2020-12-19 11:14:38.110492706,4970
2020-12-19 11:14:43.228800058,4970
2020-12-19 11:14:48.339368582,5025
2020-12-19 11:14:53.426431417,5044
2020-12-19 11:14:58.504417896,5070
2020-12-19 11:15:03.611464024,5089
2020-12-19 11:15:08.726811886,5116
2020-12-19 11:15:13.792130470,5141
2020-12-19 11:15:18.871871471,5165
2020-12-19 11:15:23.979767799,5201
2020-12-19 11:15:29.061604500,5201
2020-12-19 11:15:34.179367542,5242
2020-12-19 11:15:39.286065340,5263
2020-12-19 11:15:44.397518158,5280
2020-12-19 11:15:49.470332146,5305
2020-12-19 11:15:54.574257374,5325
2020-12-19 11:15:59.681937456,5346
2020-12-19 11:16:04.746724367,5375
2020-12-19 11:16:09.856321335,5401
2020-12-19 11:16:14.975581169,5423
2020-12-19 11:16:20.090039968,5449
2020-12-19 11:16:25.191501856,5462
2020-12-19 11:16:30.312909603,5473
2020-12-19 11:16:35.428863049,5497
2020-12-19 11:16:40.548384905,5523
2020-12-19 11:16:45.656965494,5542
2020-12-19 11:16:50.761454582,5566
2020-12-19 11:16:55.848794699,5600
2020-12-19 11:17:00.934157372,5663
2020-12-19 11:17:06.003500700,5687
2020-12-19 11:17:11.120779753,5698
2020-12-19 11:17:21.229413986,5743
2020-12-19 11:17:26.336410522,5767
2020-12-19 11:17:31.455459833,5787
2020-12-19 11:17:36.526077986,5803
2020-12-19 11:17:41.634329319,5817
2020-12-19 11:17:46.750412703,5836
2020-12-19 11:17:51.822543621,5869
2020-12-19 11:17:56.936056852,5869
2020-12-19 11:18:02.009003878,5902
2020-12-19 11:18:07.086035490,5931
2020-12-19 11:18:12.188901663,5931
2020-12-19 11:18:17.259370804,5958
2020-12-19 11:18:22.361873388,5958
2020-12-19 11:18:27.440246105,5978
2020-12-19 11:18:32.519352913,6030
2020-12-19 11:18:37.604299068,6030
2020-12-19 11:18:42.679500103,6053
2020-12-19 11:18:47.789595604,6056
2020-12-19 11:18:52.862604380,6087
2020-12-19 11:18:57.972138405,6087
2020-12-19 11:19:08.132354736,6141
2020-12-19 11:19:13.255039454,6149
2020-12-19 11:19:18.329865932,6149
2020-12-19 11:19:23.411307812,6193
2020-12-19 11:19:28.491192102,6209
2020-12-19 11:19:33.569366693,6233
2020-12-19 11:19:38.684417486,6253
2020-12-19 11:19:43.756019592,6269
2020-12-19 11:19:48.878961325,6303
2020-12-19 11:19:53.985533476,6355
2020-12-19 11:19:59.095284224,6429
2020-12-19 11:20:04.210423946,6462
2020-12-19 11:20:09.318947315,6472
2020-12-19 11:20:14.390434504,6492
2020-12-19 11:20:19.494392872,6507
2020-12-19 11:20:24.601364136,6514
2020-12-19 11:20:29.673218489,6533
2020-12-19 11:20:34.786870718,6541
2020-12-19 11:20:44.885007143,6552
2020-12-19 11:20:50.025050163,6573
2020-12-19 11:20:55.357506037,6574
2020-12-19 11:21:00.435789108,6587
2020-12-19 11:21:05.550468445,6597
2020-12-19 11:21:10.636643887,6619
2020-12-19 11:21:15.713377237,6623
2020-12-19 11:21:20.825472355,6644
2020-12-19 11:21:31.018962383,6698
2020-12-19 11:21:36.096225262,6726
2020-12-19 11:21:41.202437401,6728
2020-12-19 11:21:46.285814047,6742
2020-12-19 11:21:51.402739525,6756
2020-12-19 11:21:56.511299132,6758
2020-12-19 11:22:01.629593611,6792
2020-12-19 11:22:06.748761415,6813
2020-12-19 11:22:11.866877794,6837
2020-12-19 11:22:16.972295761,6849
2020-12-19 11:22:22.083828688,6862
2020-12-19 11:22:27.194769382,6877
2020-12-19 11:22:32.308128595,6897
2020-12-19 11:22:37.376314163,6928
2020-12-19 11:22:42.451191902,6947
2020-12-19 11:22:47.568685532,6967
2020-12-19 11:22:57.754260540,7063
2020-12-19 11:23:02.827780008,7074
2020-12-19 11:23:12.932478428,7078
2020-12-19 11:23:18.009698391,7081
2020-12-19 11:23:23.085946798,7128
2020-12-19 11:23:28.191494465,7136
2020-12-19 11:23:33.267672539,7129
2020-12-19 11:23:43.416027546,7150
2020-12-19 11:23:48.495463371,7166
2020-12-19 11:23:53.607446194,7166
2020-12-19 11:23:58.725101233,7193
2020-12-19 11:24:03.800250769,7206
2020-12-19 11:24:08.911306858,7212
2020-12-19 11:24:19.073065281,7235
2020-12-19 11:24:24.133425473,7229
2020-12-19 11:24:29.206015825,7229
2020-12-19 11:24:39.353145361,7265
2020-12-19 11:24:44.430097103,7268
2020-12-19 11:24:49.501637459,7286
2020-12-19 11:24:54.580173492,7308
2020-12-19 11:24:59.691006899,7332
2020-12-19 11:25:04.804443836,7366
2020-12-19 11:25:09.872515440,7370
2020-12-19 11:25:14.982109070,7371
2020-12-19 11:25:20.057696581,7374
2020-12-19 11:25:25.138489962,7387
2020-12-19 11:25:30.218302488,7405
2020-12-19 11:25:35.300746441,7419
2020-12-19 11:25:40.410847187,7437
2020-12-19 11:25:50.555489779,7466
2020-12-19 11:26:00.721969604,7502
2020-12-19 11:26:15.948899269,7602
2020-12-19 11:26:31.132424355,7643
2020-12-19 11:26:41.323872089,7633
2020-12-19 11:26:46.435309172,7641
2020-12-19 11:26:51.517624140,7651
2020-12-19 11:27:01.639533281,7658
2020-12-19 11:27:11.836464405,7680
2020-12-19 11:27:16.912494659,7678
2020-12-19 11:27:21.987002850,7690
2020-12-19 11:27:27.098488569,7711
2020-12-19 11:27:32.178128242,7748
2020-12-19 11:27:37.298360825,7760
2020-12-19 11:27:47.445214510,7795
2020-12-19 11:27:52.562018633,7807
2020-12-19 11:28:02.672005415,7840
2020-12-19 11:28:07.788391352,7840
2020-12-19 11:28:12.909486771,7865
2020-12-19 11:28:18.001026868,7889
2020-12-19 11:28:23.110360622,7889
2020-12-19 11:28:28.219198227,7901
2020-12-19 11:28:38.375053883,7929
2020-12-19 11:28:43.497688532,7940
2020-12-19 11:28:48.567703247,7950
2020-12-19 11:28:53.633777618,7969
2020-12-19 11:28:58.706856728,8040
2020-12-19 11:29:08.907757044,8056
2020-12-19 11:29:14.014725924,8049
2020-12-19 11:29:19.097935438,8069
2020-12-19 14:06:08.925267935,55
2020-12-19 14:06:14.035771370,49
2020-12-19 14:06:19.116751909,40
2020-12-19 14:06:24.188318968,35
2020-12-19 14:06:29.263058901,39
2020-12-19 14:06:34.327769756,38
2020-12-19 14:06:44.483827829,37
2020-12-19 14:06:49.558409452,40
2020-12-19 14:06:54.686586857,40
2020-12-19 14:06:59.765314341,43
2020-12-19 14:07:04.852080584,48
